GEO_ID,NAME,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate
42077,"Lehigh County, Pennsylvania",186759,5.9
42079,"Luzerne County, Pennsylvania",160079,7.2
42081,"Lycoming County, Pennsylvania",58726,5.1
42085,"Mercer County, Pennsylvania",51875,5.3
42089,"Monroe County, Pennsylvania",85296,8.0
42091,"Montgomery County, Pennsylvania",446782,5.2
42095,"Northampton County, Pennsylvania",156919,5.5
42097,"Northumberland County, Pennsylvania",43129,4.1
42101,"Philadelphia County, Pennsylvania",759505,10.9
42107,"Schuylkill County, Pennsylvania",66284,7.6
42111,"Somerset County, Pennsylvania",34545,6.4
42125,"Washington County, Pennsylvania",105582,6.3
42129,"Westmoreland County, Pennsylvania",180357,4.6
42133,"York County, Pennsylvania",234654,5.1
44003,"Kent County, Rhode Island",94773,6.4
44005,"Newport County, Rhode Island",45086,3.7
44007,"Providence County, Rhode Island",325026,6.6
44009,"Washington County, Rhode Island",70445,6.9
45003,"Aiken County, South Carolina",78853,10.5
45007,"Anderson County, South Carolina",92343,6.1
45013,"Beaufort County, South Carolina",83867,8.3
45015,"Berkeley County, South Carolina",102726,6.6
45019,"Charleston County, South Carolina",207736,4.5
45031,"Darlington County, South Carolina",29738,14.0
45035,"Dorchester County, South Carolina",75374,4.1
45041,"Florence County, South Carolina",65810,9.3
45045,"Greenville County, South Carolina",244289,6.0
45047,"Greenwood County, South Carolina",33728,9.2
45051,"Horry County, South Carolina",146495,6.8
45057,"Lancaster County, South Carolina",38934,8.5
45059,"Laurens County, South Carolina",31358,10.0
45063,"Lexington County, South Carolina",145404,5.6
45073,"Oconee County, South Carolina",32302,6.6
45075,"Orangeburg County, South Carolina",37113,10.1
45077,"Pickens County, South Carolina",55315,5.2
45079,"Richland County, South Carolina",220709,7.7
45083,"Spartanburg County, South Carolina",143500,6.4
45085,"Sumter County, South Carolina",50965,10.2
45091,"York County, South Carolina",131456,6.6
46099,"Minnehaha County, South Dakota",102988,3.9
46103,"Pennington County, South Dakota",57654,3.7
47001,"Anderson County, Tennessee",35236,4.9
47009,"Blount County, Tennessee",62935,6.2
47011,"Bradley County, Tennessee",49845,7.8
47037,"Davidson County, Tennessee",383427,5.0
47059,"Greene County, Tennessee",30359,6.4
47065,"Hamilton County, Tennessee",177543,6.2
47093,"Knox County, Tennessee",239285,5.3
47113,"Madison County, Tennessee",47391,4.2
47119,"Maury County, Tennessee",43168,4.9
47125,"Montgomery County, Tennessee",97123,7.4
47141,"Putnam County, Tennessee",33465,3.9
47147,"Robertson County, Tennessee",33037,6.4
47149,"Rutherford County, Tennessee",163661,4.9
47155,"Sevier County, Tennessee",51100,4.0
47157,"Shelby County, Tennessee",474991,8.1
47163,"Sullivan County, Tennessee",70744,6.2
47165,"Sumner County, Tennessee",92204,4.1
47179,"Washington County, Tennessee",60938,5.9
47187,"Williamson County, Tennessee",110032,3.8
47189,"Wilson County, Tennessee",65300,6.5
48005,"Angelina County, Texas",39581,10.5
48021,"Bastrop County, Texas",37168,9.0
48027,"Bell County, Texas",163436,8.6
48029,"Bexar County, Texas",928528,5.9
48037,"Bowie County, Texas",38706,9.3
48039,"Brazoria County, Texas",172809,5.6
48041,"Brazos County, Texas",108939,3.1
48061,"Cameron County, Texas",166983,7.7
48085,"Collin County, Texas",491218,3.7
48091,"Comal County, Texas",59740,3.4
48099,"Coryell County, Texas",35384,8.1
48113,"Dallas County, Texas",1324340,5.2
48121,"Denton County, Texas",438109,4.5
48135,"Ector County, Texas",79368,5.2
48139,"Ellis County, Texas",82639,3.7
48141,"El Paso County, Texas",386463,6.4
48157,"Fort Bend County, Texas",362971,4.2
48167,"Galveston County, Texas",164010,7.6
48181,"Grayson County, Texas",62843,5.8
48183,"Gregg County, Texas",58885,5.2
48187,"Guadalupe County, Texas",73735,2.9
48201,"Harris County, Texas",2338253,5.7
48203,"Harrison County, Texas",29778,7.5
48209,"Hays County, Texas",103899,4.2
48213,"Henderson County, Texas",34577,3.9
48215,"Hidalgo County, Texas",339376,8.7
48231,"Hunt County, Texas",40344,8.0
48245,"Jefferson County, Texas",112980,5.6
48251,"Johnson County, Texas",74756,4.3
48257,"Kaufman County, Texas",56157,8.4
48291,"Liberty County, Texas",33011,9.4
48303,"Lubbock County, Texas",149145,3.9
48309,"McLennan County, Texas",117559,5.4
48329,"Midland County, Texas",85957,4.2
48339,"Montgomery County, Texas",260159,5.4
48347,"Nacogdoches County, Texas",31232,10.3
48355,"Nueces County, Texas",178381,5.9
48361,"Orange County, Texas",39436,8.5
48367,"Parker County, Texas",63865,5.3
48375,"Potter County, Texas",57604,4.2
48381,"Randall County, Texas",68655,2.5
48397,"Rockwall County, Texas",46148,4.8
48409,"San Patricio County, Texas",30087,4.9
48423,"Smith County, Texas",103110,4.6
48439,"Tarrant County, Texas",1024446,5.0
48441,"Taylor County, Texas",69426,4.3
48451,"Tom Green County, Texas",57194,2.8
48453,"Travis County, Texas",670345,4.2
48469,"Victoria County, Texas",45474,7.4
48471,"Walker County, Texas",N,N
48479,"Webb County, Texas",112899,5.8
48485,"Wichita County, Texas",62800,5.3
48491,"Williamson County, Texas",270636,4.8
49005,"Cache County, Utah",59491,3.3
49011,"Davis County, Utah",164266,3.3
49035,"Salt Lake County, Utah",586202,3.8
49049,"Utah County, Utah",270336,3.7
49053,"Washington County, Utah",65811,4.6
49057,"Weber County, Utah",120341,5.2
50007,"Chittenden County, Vermont",95290,3.1
51003,"Albemarle County, Virginia",54735,3.3
51013,"Arlington County, Virginia",153475,4.1
51015,"Augusta County, Virginia",35036,6.2
51019,"Bedford County, Virginia",38730,4.5
51041,"Chesterfield County, Virginia",183061,4.9
51059,"Fairfax County, Virginia",655076,4.7
51061,"Fauquier County, Virginia",36804,4.0
51069,"Frederick County, Virginia",43496,3.9
51085,"Hanover County, Virginia",57124,2.6
51087,"Henrico County, Virginia",183710,5.3
51095,"James City County, Virginia",34610,3.0
51107,"Loudoun County, Virginia",212056,3.3
51121,"Montgomery County, Virginia",49991,5.7
51153,"Prince William County, Virginia",246167,5.3
51161,"Roanoke County, Virginia",46723,2.6
51165,"Rockingham County, Virginia",39513,4.1
51177,"Spotsylvania County, Virginia",69006,5.8
51179,"Stafford County, Virginia",73681,4.2
51199,"York County, Virginia",36403,7.2
51510,"Alexandria city, Virginia",101232,3.4
51550,"Chesapeake city, Virginia",122387,5.4
51650,"Hampton city, Virginia",70295,6.1
51680,"Lynchburg city, Virginia",36285,4.7
51700,"Newport News city, Virginia",96065,7.6
51710,"Norfolk city, Virginia",136243,9.1
51740,"Portsmouth city, Virginia",49376,13.6
51760,"Richmond city, Virginia",120892,8.6
51770,"Roanoke city, Virginia",49315,6.9
51800,"Suffolk city, Virginia",44768,5.9
51810,"Virginia Beach city, Virginia",256204,5.6
53005,"Benton County, Washington",90661,5.4
53007,"Chelan County, Washington",36456,4.9
53009,"Clallam County, Washington",29866,8.9
53011,"Clark County, Washington",228322,5.6
53015,"Cowlitz County, Washington",46507,5.4
53021,"Franklin County, Washington",40598,6.0
53025,"Grant County, Washington",42744,6.9
53027,"Grays Harbor County, Washington",31093,12.6
53029,"Island County, Washington",38721,5.6
53033,"King County, Washington",1198303,5.1
53035,"Kitsap County, Washington",129631,6.3
53041,"Lewis County, Washington",32714,8.0
53053,"Pierce County, Washington",422023,6.9
53057,"Skagit County, Washington",58763,6.2
53061,"Snohomish County, Washington",413752,5.2
53063,"Spokane County, Washington",232473,7.4
53067,"Thurston County, Washington",133454,7.1
53073,"Whatcom County, Washington",109058,6.0
53077,"Yakima County, Washington",113251,7.3
54003,"Berkeley County, West Virginia",57369,8.6
54011,"Cabell County, West Virginia",40807,6.5
54033,"Harrison County, West Virginia",30671,7.8
54039,"Kanawha County, West Virginia",86910,6.6
54061,"Monongalia County, West Virginia",49597,4.9
54081,"Raleigh County, West Virginia",31131,9.3
54107,"Wood County, West Virginia",38847,6.2
55009,"Brown County, Wisconsin",141935,4.2
55025,"Dane County, Wisconsin",312231,3.9
55027,"Dodge County, Wisconsin",45856,4.5
55035,"Eau Claire County, Wisconsin",56839,2.3
55039,"Fond du Lac County, Wisconsin",55488,3.9
55055,"Jefferson County, Wisconsin",47318,3.7
55059,"Kenosha County, Wisconsin",90504,6.7
55063,"La Crosse County, Wisconsin",65676,4.2
55071,"Manitowoc County, Wisconsin",42958,4.2
55073,"Marathon County, Wisconsin",73872,2.7
55079,"Milwaukee County, Wisconsin",491216,6.3
55087,"Outagamie County, Wisconsin",102827,2.5
55089,"Ozaukee County, Wisconsin",48094,2.8
55097,"Portage County, Wisconsin",39552,3.8
55101,"Racine County, Wisconsin",100692,5.5
55105,"Rock County, Wisconsin",84760,7.0
55109,"St. Croix County, Wisconsin",48030,2.4
55117,"Sheboygan County, Wisconsin",62144,3.9
55127,"Walworth County, Wisconsin",54853,4.6
55131,"Washington County, Wisconsin",76010,2.6
55133,"Waukesha County, Wisconsin",219862,2.8
55139,"Winnebago County, Wisconsin",88882,3.0
55141,"Wood County, Wisconsin",37964,5.7
56021,"Laramie County, Wyoming",51047,6.5
56025,"Natrona County, Wyoming",42310,4.6
72013,"Arecibo Municipio, Puerto Rico",27431,21.1
72021,"Bayamón Municipio, Puerto Rico",79967,15.3
72025,"Caguas Municipio, Puerto Rico",55110,12.9
72031,"Carolina Municipio, Puerto Rico",71756,15.5
72061,"Guaynabo Municipio, Puerto Rico",39763,11.6
72097,"Mayagüez Municipio, Puerto Rico",27505,29.9
72113,"Ponce Municipio, Puerto Rico",47738,17.3
72127,"San Juan Municipio, Puerto Rico",147159,16.3
72135,"Toa Alta Municipio, Puerto Rico",33042,14.0
72137,"Toa Baja Municipio, Puerto Rico",35837,20.5
72139,"Trujillo Alto Municipio, Puerto Rico",31288,8.9
