GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!In labor force,Percent!!EMPLOYMENT STATUS!!Percent Unemployed,median housing price
33015,"Rockingham County, New Hampshire","297,820","146,852","150,968","15,016","31,238","40,848","54,243","23,938","19,879",43.3,"6,894","279,008","2,561",167,"5,816","127,279",76585,115765,78605,82055,61968,76447,41111,80992,90833,48140,90377,44720,493.0,12.6,39.9,42.3,37.8,26.0,175553,6.4,281400
34001,"Atlantic County, New Jersey","275,422","134,215","141,207","19,372","30,424","35,319","42,975","17,585","18,500",40.7,"48,830","158,738","41,145",453,"20,693","127,361",51191,100065,34343,51021,38504,58836,38647,51046,63710,39246,63987,27884,372.0,7.6,26.5,27.3,26.9,18.8,147724,14.4,226800
34003,"Bergen County, New Jersey","918,888","443,760","475,128","48,502","108,756","127,339","147,039","67,850","53,179",41.5,"158,724","556,046","47,303","1,081","137,014","354,694",82729,336856,62830,94786,60687,87240,50361,92210,97709,52540,99233,45246,643.0,16.7,56.1,53.3,46.4,35.2,485819,7.3,433000
34005,"Burlington County, New Jersey","451,336","222,183","229,153","27,973","53,592","58,929","74,246","31,628","26,365",41.1,"31,889","314,093","68,418",849,"21,192","176,889",74693,164819,60787,100699,56962,79131,36866,80872,90316,45084,90593,43044,410.0,10.5,32.3,46.4,36.4,23.3,241776,9.8,238700
34007,"Camden County, New Jersey","513,539","248,387","265,152","34,021","69,095","66,748","76,017","35,299","28,940",38.0,"77,346","303,474","93,819",445,"27,433","205,721",59280,185477,41567,69954,39494,69207,23860,62240,72646,35125,73997,31539,234.0,10.7,32.2,33.2,30.5,22.0,268507,12.0,197900
34013,"Essex County, New Jersey","787,744","378,422","409,322","53,832","107,496","113,441","115,187","49,739","39,650",36.6,"167,733","254,965","303,763","1,311","37,828","313,396",51009,279102,34378,105868,40686,87134,19935,49572,61535,34891,64111,30184,248.0,12.0,32.3,36.2,33.9,23.5,409551,15.4,348000
34015,"Gloucester County, New Jersey","289,586","140,796","148,790","19,697","33,580","38,049","46,614","19,917","16,809",39.5,"14,990","231,508","28,949",432,"8,030","111,144",72930,104691,60778,78540,58670,76795,18441,82107,90680,41225,85672,38260,475.0,9.6,35.0,37.8,26.5,18.5,153694,9.6,217700
34017,"Hudson County, New Jersey","652,302","324,171","328,131","47,698","137,579","100,148","84,253","34,466","31,707",34.4,"278,120","193,117","74,093","1,323","92,112","272,840",57539,249028,44549,91279,43088,76031,32519,76173,58969,29692,60383,49520,46.0,19.7,54.2,41.6,27.0,16.2,365762,10.0,335000
34021,"Mercer County, New Jersey","368,303","180,189","188,114","29,709","45,350","50,129","55,328","23,120","22,067",38.5,"58,567","195,876","71,172",459,"35,129","144,051",67991,132004,35079,114455,48681,86068,33857,66932,87165,47110,92143,34830,110.0,13.0,36.1,43.4,40.1,31.0,195606,11.5,272900
34023,"Middlesex County, New Jersey","823,041","404,539","418,502","58,640","113,625","116,980","121,758","51,695","45,815",37.6,"157,231","389,739","74,284","1,174","187,165","297,516",77478,283337,65030,108620,51260,76568,30798,84839,91022,44381,89959,41277,738.0,14.2,52.8,48.2,38.1,28.4,433491,8.4,318400
34025,"Monmouth County, New Jersey","629,384","306,180","323,204","35,002","66,031","80,593","108,241","46,458","40,039",42.0,"63,200","480,266","42,933",657,"31,738","259,616",81308,236447,50428,95855,48555,88043,27215,83829,100376,53705,101294,41645,690.0,15.8,45.3,47.0,43.0,30.5,335352,8.9,373500
34027,"Morris County, New Jersey","497,999","243,641","254,358","24,191","53,287","68,133","85,952","35,844","29,261",41.6,"60,177","366,682","14,731",433,"48,001","190,726",95294,179876,65198,102464,65075,100222,56383,100946,111399,58266,113356,51364,577.0,17.3,56.5,56.8,48.8,36.5,276510,6.4,418100
34029,"Ocean County, New Jersey","580,470","278,326","302,144","31,893","61,994","63,621","78,079","35,095","37,459",42.8,"50,384","495,452","17,762",251,"10,459","279,564",59312,223599,61843,90962,50957,59008,34545,76827,76310,37747,74637,30234,937.0,11.8,33.2,34.5,26.0,18.7,270751,10.0,262700
34031,"Passaic County, New Jersey","502,885","244,338","258,547","38,020","66,112","66,881","72,504","30,609","27,606",36.3,"192,553","219,914","55,643",932,"24,351","176,112",59050,163712,28818,95577,42841,78601,21071,60012,75856,39559,68088,34617,162.0,10.9,28.7,29.8,26.9,18.3,255464,10.6,331400
34035,"Somerset County, New Jersey","327,707","159,847","167,860","15,696","35,845","46,773","57,373","24,576","17,625",40.4,"44,380","197,453","28,810",265,"50,234","124,300",95825,116840,70623,140341,60002,98623,52441,95036,111977,60189,111021,53175,404.0,18.4,56.5,56.6,53.6,39.0,178537,6.6,393700
34037,"Sussex County, New Jersey","147,442","73,276","74,166","8,364","14,113","19,233","27,305","12,243","9,894",43.1,"10,036","129,648","2,891",144,"2,652","62,419",86625,54179,92525,146029,71845,86432,33265,91699,95241,51065,98443,40376,164.0,11.2,45.6,32.9,31.3,27.6,84508,8.8,270600
34039,"Union County, New Jersey","543,976","264,275","279,701","33,892","70,866","76,968","83,769","33,768","30,694",38.1,"156,154","235,796","112,740",0,"25,126","200,626",65876,184879,53548,101278,45893,86901,33948,65012,79047,48816,80770,35917,256.0,12.2,33.1,37.6,32.7,21.9,295379,11.5,348100
34041,"Warren County, New Jersey","107,653","52,318","55,335","5,885","10,973","14,693","18,754","7,599","7,027",41.9,"8,299","90,923","4,210",0,"2,735","45,267",71086,41262,72347,99612,65953,71674,19200,82188,80903,41479,83012,42605,142.0,8.3,40.5,39.8,26.9,14.6,59031,9.3,259500
35001,"Bernalillo County, New Mexico","673,460","331,013","342,447","50,785","100,226","83,600","90,909","42,532","41,117",36.3,"326,098","274,717","17,321","27,506","14,266","285,872",46190,264780,31193,58352,37769,56466,18037,48513,55824,38037,57146,31782,545.0,6.8,27.4,36.1,32.3,32.7,337893,8.5,181600
35045,"San Juan County, New Mexico","128,529","63,933","64,596","8,913","17,804","14,664","16,851","8,911","6,233",33.3,"24,786","52,978",569,"47,519",597,"49,589",46385,40025,39297,145216,36226,56917,35052,46399,56650,30906,52008,28543,176.0,0.0,16.3,23.9,17.3,15.4,58055,11.6,145700
36005,"Bronx County, New York","1,408,473","662,591","745,882","121,194","207,607","183,595","187,652","79,488","61,516",33.0,"764,609","149,262","419,771","2,029","50,627","514,051",32460,475978,34904,44511,26207,52354,26314,35278,37188,21316,36520,21337,8.0,6.3,22.1,20.2,17.3,12.3,641682,15.5,357700
36009,"Cattaraugus County, New York","79,458","39,206","40,252","5,188","8,783","9,022","11,731","5,796","5,554",41.4,"1,519","72,662","1,084","2,260",632,"41,047",43468,32347,55625,35366,46719,43540,24390,45345,53155,27562,53011,26123,65.0,6.0,22.6,18.2,15.6,14.8,38278,8.6,81500
36011,"Cayuga County, New York","79,552","40,432","39,120","4,938","9,069","9,731","12,550","5,345","6,123",42.6,"1,986","72,439","3,085",179,392,"36,422",50073,30354,59334,48000,73229,50299,30816,61006,55801,35550,60332,26575,74.0,6.8,21.4,20.5,17.4,19.7,38112,9.9,108600
36027,"Dutchess County, New York","297,322","147,237","150,085","23,265","31,339","37,143","49,220","21,666","17,529",41.3,"32,628","218,569","26,819",647,"11,866","118,733",66754,107106,49666,95825,40821,70985,35455,71065,81202,45089,84535,38880,328.0,7.9,34.3,35.6,33.0,29.7,158327,9.5,275900
36029,"Erie County, New York","919,086","444,642","474,444","69,868","115,515","106,026","136,719","68,653","54,272",40.6,"44,253","709,068","119,391","3,941","26,321","419,905",50506,379094,24400,40266,28848,57172,21597,55887,62465,34896,66283,29192,718.0,12.4,43.2,35.7,29.5,21.2,476242,7.6,127200
36045,"Jefferson County, New York","120,262","62,025","58,237","12,664","20,631","13,805","14,585","5,905","6,210",32.3,"8,049","100,201","6,336",243,"1,461","58,197",46558,45845,56767,75597,36533,46485,32466,54260,54034,33942,54382,27682,110.0,4.3,19.3,20.8,17.6,15.3,61373,13.2,128500
36047,"Kings County, New York","2,565,635","1,214,702","1,350,933","199,899","449,002","350,634","322,473","143,116","136,702",34.2,"507,552","914,581","815,158","3,374","280,287","1,003,114",45230,919333,40988,42073,34038,57924,27099,55700,50128,22993,50438,33489,1.0,16.1,43.8,35.4,26.1,18.3,1274967,11.1,537500
36051,"Livingston County, New York","64,810","32,644","32,166","6,415","6,719","7,205","10,377","4,887","3,855",40.1,"1,968","59,319","1,744",88,623,"27,175",53123,24038,48051,100828,55146,53285,32871,54288,69456,33061,61582,30180,53.0,15.4,23.1,32.6,30.8,23.4,32022,5.1,123900
36055,"Monroe County, New York","747,813","361,478","386,335","59,419","96,337","88,043","109,886","53,222","42,579",38.4,"57,150","539,578","108,462","1,475","25,151","320,979",50733,298715,26754,66938,29307,57629,22219,52699,63146,38602,66556,32016,790.0,13.5,41.8,40.3,33.2,28.3,395654,8.7,136900
36059,"Nassau County, New York","1,349,233","653,817","695,416","82,320","147,797","169,941","214,995","95,280","85,726",41.4,"207,002","860,177","147,208","1,486","106,600","466,820",93214,441732,79557,108883,67442,101995,41417,101698,111114,59324,108639,45533,375.0,17.8,47.4,47.9,42.7,29.5,706160,7.3,442500
36061,"New York County, New York","1,619,090","764,250","854,840","125,559","363,899","237,455","203,249","94,177","88,833",36.5,"417,471","767,347","211,560","1,637","181,900","850,490",67099,746686,34013,61421,27952,100669,38999,90434,63986,35914,80795,61890,4.0,33.3,73.5,63.6,52.2,42.2,951627,8.8,742700
36065,"Oneida County, New York","233,556","116,233","117,323","16,337","29,494","26,144","34,811","16,363","14,704",41.3,"11,473","196,274","11,853",525,"8,109","103,950",46728,90571,21892,28178,28471,49805,23414,50565,56628,35112,59876,28641,169.0,9.1,24.0,26.8,23.7,20.8,113860,8.9,112400
36067,"Onondaga County, New York","466,852","226,098","240,754","36,046","56,455","55,384","69,575","33,388","26,824",39.0,"20,139","367,275","49,712","3,224","14,322","203,164",52522,185985,22133,51292,30951,56952,16856,56396,64960,34785,68366,31191,519.0,15.7,37.5,36.0,34.4,23.5,238133,8.0,133500
36071,"Orange County, New York","374,512","186,760","187,752","27,044","40,612","49,844","57,973","23,427","21,258",37.3,"70,282","251,366","33,305",523,"9,389","138,349",66458,125228,54143,83388,52312,71467,16831,70544,85975,43693,80981,31503,477.0,8.1,29.8,28.9,27.6,19.9,190260,9.0,263200
36075,"Oswego County, New York","121,700","60,912","60,788","9,716","13,675","14,137","19,470","8,117","7,913",39.0,"2,687","115,337",565,503,720,"53,703",46961,45480,117024,141019,34894,46948,15122,48931,56226,31846,57609,26750,162.0,5.9,21.9,16.8,16.6,12.6,57168,9.0,94400
36079,"Putnam County, New York","99,607","49,243","50,364","5,388","9,698","13,513","18,678","7,529","6,507",43.0,"12,115","81,289","2,418",0,"2,189","38,281",96223,34050,76319,101814,76654,98301,11910,103264,111118,57476,112627,34292,37.0,18.5,42.6,46.6,42.0,32.9,56148,9.3,356200
36081,"Queens County, New York","2,272,771","1,102,505","1,170,266","164,408","369,719","326,492","324,167","147,645","123,816",37.5,"634,077","604,608","394,300","5,364","535,409","840,147",54713,780349,56574,51824,48578,61839,30734,60182,61397,36398,61077,37798,76.0,14.8,39.7,33.3,26.4,20.6,1202404,9.6,439400
36083,"Rensselaer County, New York","159,835","78,472","81,363","12,403","20,671","19,057","24,078","12,305","9,683",39.2,"6,627","136,117","8,211",131,"3,639","71,582",60653,64581,28417,39874,38043,62620,21344,62908,74277,42651,79364,33830,147.0,18.4,34.2,33.2,29.6,24.0,88576,8.8,181800
36085,"Richmond County, New York","470,728","227,378","243,350","32,742","59,829","63,280","70,697","28,980","32,183",38.9,"83,181","297,807","45,093",304,"36,324","177,479",70963,163468,44049,83770,52177,77447,32284,77224,81649,41711,82461,36361,191.0,17.5,35.8,33.1,30.9,17.2,224605,7.2,434000
36087,"Rockland County, New York","317,757","155,846","161,911","19,435","36,012","37,553","44,371","19,907","17,726",36.6,"51,899","204,463","35,474",390,"19,279","104,210",82677,97934,73130,112357,50625,87137,15531,86214,100151,56875,93863,43956,76.0,14.2,39.4,42.2,41.8,33.0,156358,8.3,415300
36091,"Saratoga County, New York","222,133","108,551","113,582","13,243","25,889","30,222","35,878","16,457","14,595",41.4,"5,996","204,528","3,073",75,"4,572","100,047",66757,87414,65113,103321,52266,66683,26886,75064,80958,37896,85485,40028,621.0,19.1,42.8,42.9,37.8,26.2,121195,6.7,228200
36101,"Steuben County, New York","99,063","48,647","50,416","5,724","11,420","11,398","15,143","6,765","7,570",42.1,"1,470","93,208","1,344",151,"1,475","48,955",46445,41597,25864,95368,77610,46593,41986,49700,52893,36664,55351,27054,74.0,10.4,27.0,26.6,19.1,17.6,47918,8.6,89300
36103,"Suffolk County, New York","1,499,273","737,938","761,335","95,380","167,197","200,094","246,348","100,963","85,714",40.5,"259,533","1,057,600","104,769","2,595","54,390","569,423",86334,496353,65218,92791,66212,91438,42800,91887,102192,52727,99453,46244,815.0,15.8,37.7,37.7,34.0,26.4,782426,7.3,374800
36105,"Sullivan County, New York","76,793","38,801","37,992","5,424","9,211","8,372","12,075","5,567","5,067",41.6,"10,885","56,724","6,308",60,997,"49,434",46796,29222,22431,130865,26083,51848,21405,42102,60650,39008,57186,25084,158.0,11.2,19.6,21.1,23.4,23.7,36379,12.8,165900
36119,"Westchester County, New York","961,670","463,488","498,182","55,408","109,732","129,301","148,565","69,390","51,352",40.3,"219,720","539,917","128,792","1,126","52,133","369,968",77293,340097,49599,124051,45680,99479,26901,74813,100255,52792,100413,42538,189.0,15.2,43.3,48.3,50.0,36.6,496321,8.4,506200
37019,"Brunswick County, North Carolina","112,257","54,857","57,400","4,854","11,565","12,045","14,288","8,653","11,405",49.0,"5,581","90,880","12,029",214,636,"79,110",49124,46433,31365,76659,37563,51389,22799,45244,58001,47586,55324,29464,1169.0,1.8,15.0,25.1,28.4,31.7,49622,13.0,174100
37021,"Buncombe County, North Carolina","244,490","118,865","125,625","14,865","33,080","31,678","33,987","17,792","16,569",40.4,"15,317","205,557","14,363",643,"2,311","114,868",43294,99152,13431,51910,40022,46450,28553,42949,50272,38379,54588,27079,646.0,7.2,32.2,36.2,36.6,32.4,126052,8.7,185900
37023,"Burke County, North Carolina","90,505","45,366","45,139","5,918","8,822","12,116","13,041","7,158","6,109",42.6,"5,148","73,902","6,130",226,"3,326","40,784",37287,33762,20766,38723,22760,41993,17889,49173,43265,23616,50261,19298,71.0,1.1,12.9,20.7,19.3,14.8,42681,12.6,107000
37025,"Cabarrus County, North Carolina","184,498","89,737","94,761","9,757","21,519","29,683","27,488","10,456","9,599",37.2,"17,977","130,100","28,761",213,"4,504","73,169",55824,64459,44576,125322,35025,60180,22252,66717,64429,35686,66436,30421,770.0,5.7,28.4,32.5,23.7,15.2,94170,10.7,160500
37031,"Carteret County, North Carolina","67,632","32,863","34,769","3,548","7,118","8,051","10,168","5,031","5,795",46.3,"2,554","58,681","3,758",586,557,"48,694",49853,28346,24044,71490,30616,51766,28961,42799,60034,50236,60867,32415,264.0,6.5,20.7,26.1,27.2,25.8,35010,9.5,204500
37035,"Catawba County, North Carolina","154,339","75,272","79,067","8,584","18,210","19,933","23,719","11,020","9,205",41.0,"13,084","119,729","13,463",412,"5,838","67,802",41420,59291,22904,33893,32370,46200,24973,43914,50811,31269,52818,24513,124.0,5.4,15.1,25.6,22.1,18.3,77824,8.3,130200
37051,"Cumberland County, North Carolina","324,049","157,585","166,464","31,450","53,523","39,027","40,334","17,309","15,147",30.9,"32,972","149,062","115,282","4,447","7,509","140,675",45020,122446,38132,41999,41432,50850,32996,44319,51389,39123,51303,31834,982.0,5.7,22.4,25.7,21.6,19.9,163311,14.6,124500
37057,"Davidson County, North Carolina","163,260","79,314","83,946","9,133","17,901","22,679","24,543","11,401","9,738",41.0,"10,481","133,629","14,731",805,"1,798","72,772",43711,63527,34708,66394,30084,46567,30873,49000,53000,28991,52222,24906,226.0,8.8,22.0,20.9,20.4,10.0,80837,14.7,131800
37063,"Durham County, North Carolina","279,641","133,566","146,075","21,793","50,490","39,846","34,684","15,429","14,626",33.8,"37,511","117,630","103,402","1,071","12,686","122,642",51094,113769,37417,71958,36684,68233,20131,52302,66853,40346,63141,38179,947.0,19.2,54.2,43.1,45.4,37.7,148187,7.9,176600
37067,"Forsyth County, North Carolina","358,137","170,838","187,299","24,720","46,200","46,925","50,496","23,366","20,197",37.6,"44,267","208,648","92,621",489,"6,870","158,649",42489,141427,27376,51820,25504,52952,21223,41398,52077,38902,56772,27590,686.0,11.2,33.2,35.9,35.0,25.0,178264,11.8,153800
37071,"Gaston County, North Carolina","208,049","101,086","106,963","13,570","24,632","30,325","30,494","15,220","11,844",39.7,"12,795","155,477","30,048",794,"2,723","89,387",41067,79973,32880,76835,30722,44546,11044,46067,49301,29727,50223,21981,419.0,4.9,18.9,21.8,18.0,13.4,105294,12.5,121000
37081,"Guilford County, North Carolina","500,879","238,980","261,899","39,700","67,017","67,586","68,579","32,005","27,384",36.6,"37,085","265,294","163,467","2,102","21,645","220,570",42706,199110,33000,44771,29449,53969,20862,41518,55542,36826,53871,28286,944.0,10.3,36.1,34.0,32.5,27.5,257734,10.7,147700
37097,"Iredell County, North Carolina","162,708","80,405","82,303","10,251","17,920","22,850","25,803","9,704","10,262",39.8,"11,368","125,450","19,686",525,"3,432","69,365",49219,58660,26880,70293,26962,54330,22440,53122,55973,34357,56660,27125,464.0,6.2,20.2,27.3,24.1,16.8,81340,11.8,163300
37119,"Mecklenburg County, North Carolina","969,031","467,493","501,538","67,001","160,913","150,368","132,663","55,908","43,601",34.2,"121,495","480,515","292,110","3,098","47,311","403,584",55295,365887,36650,63476,39678,72996,25628,56375,66293,41544,68325,39331,3200.0,15.0,46.8,45.0,39.7,29.8,537683,9.8,178900
37129,"New Hanover County, North Carolina","209,234","101,175","108,059","19,527","29,816","26,501","27,790","15,212","11,294",38.0,"11,261","160,776","30,022",257,"3,054","102,394",51885,85092,35492,74202,43996,55223,19217,53395,62571,46522,65504,32242,659.0,8.1,34.4,44.9,34.7,34.4,114627,8.6,195000
37135,"Orange County, North Carolina","137,941","65,521","72,420","17,607","17,833","16,218","19,376","9,159","7,230",32.9,"11,368","96,769","14,544",388,"9,263","56,182",51095,52139,27617,60743,31807,60762,16591,46269,86468,42822,84764,31253,232.0,17.7,64.0,56.2,59.2,46.0,72919,7.2,271400
37147,"Pitt County, North Carolina","172,554","81,748","90,806","23,871","23,927","20,629","20,305","10,501","8,041",31.3,"9,882","97,805","58,440",393,"2,952","75,675",38589,69741,26310,16963,32783,48866,14467,44983,53980,34807,51525,21553,316.0,9.0,35.5,25.2,22.4,24.4,96875,13.1,130700
37155,"Robeson County, North Carolina","135,496","65,656","69,840","10,691","16,487","17,683","17,390","8,678","7,431",34.9,"11,058","36,559","32,975","50,933","1,102","52,593",28293,46555,22154,32301,23872,44330,13042,27450,35146,24015,33926,15492,113.0,3.2,11.7,15.0,12.6,11.8,56354,11.9,71600
37179,"Union County, North Carolina","208,520","102,947","105,573","10,495","20,440","33,982","32,288","11,267","10,334",36.8,"22,580","154,130","24,362",475,"4,059","73,868",59957,68592,48797,110851,40125,64362,25599,62741,70144,38956,69860,31473,1158.0,6.4,26.9,40.6,31.2,16.2,102415,9.2,192200
37183,"Wake County, North Carolina","952,151","463,463","488,688","63,864","142,129","151,198","138,282","54,527","43,886",35.0,"95,010","584,381","198,259","2,510","52,386","381,394",63791,357684,40791,83170,39585,75630,30053,65737,80447,47286,81712,40679,5417.0,16.5,49.8,53.8,46.4,35.9,519320,6.8,227400
37191,"Wayne County, North Carolina","124,246","61,736","62,510","8,667","16,598","15,330","17,556","7,658","7,830",37.1,"12,878","67,902","39,023",108,"1,462","53,080",37905,47554,26947,53202,20756,51417,18920,36675,41290,37267,50015,22822,201.0,3.4,16.5,15.0,15.5,14.9,61583,15.6,105300
39003,"Allen County, Ohio","105,141","52,806","52,335","8,580","12,411","11,756","14,723","8,385","5,612",38.2,"2,662","86,414","12,932",205,918,"44,883",41729,40366,24132,47939,54131,46402,22424,50497,49697,34384,51542,26731,40.0,7.2,19.3,23.0,17.9,13.1,50563,7.9,103500
39017,"Butler County, Ohio","370,589","181,683","188,906","28,944","44,570","47,577","54,395","23,545","22,377",37.1,"15,435","309,532","27,857",401,"9,101","148,583",55687,132861,29707,72353,40050,58090,18755,60595,68686,38369,68932,30123,488.0,6.4,32.0,28.6,26.6,20.3,191460,7.9,152100
39035,"Cuyahoga County, Ohio","1,265,111","601,072","664,039","80,426","161,279","150,636","186,671","92,168","80,698",40.6,"64,271","768,538","374,819","2,424","33,293","619,114",41880,529284,24811,69279,27659,52066,19668,47455,50779,30238,57514,26359,488.0,11.7,38.4,37.0,28.8,19.6,646270,11.3,122300
39049,"Franklin County, Ohio","1,195,537","582,676","612,861","101,134","201,643","160,215","157,832","71,863","59,431",33.7,"59,529","793,282","251,025","1,692","49,583","531,772",50074,471438,32391,69495,32433,56428,22449,51233,61174,37536,62323,34044,1372.0,14.1,44.3,39.9,35.4,26.3,642543,7.7,147500
39061,"Hamilton County, Ohio","802,038","385,792","416,246","58,325","112,371","94,785","113,921","53,640","49,028",37.3,"21,968","538,966","205,352","1,768","16,886","376,432",46837,328390,23410,63718,39471,57479,20387,48679,58365,35730,63133,28541,435.0,11.8,40.0,34.3,33.5,25.7,422647,9.3,141100
39063,"Hancock County, Ohio","75,671","36,554","39,117","6,384","9,533","8,761","10,497","5,653","4,174",39.1,"3,650","68,498","1,205",53,"1,455","33,188",47947,30064,15966,33240,38962,49706,17174,47848,65825,39457,62823,30758,87.0,6.1,36.0,24.0,24.4,14.1,40835,8.2,124600
39085,"Lake County, Ohio","229,582","111,813","117,769","11,504","26,053","29,631","35,728","17,262","15,700",43.2,"8,345","207,202","8,466",206,"3,006","101,259",54973,95087,20965,112480,35938,56588,41021,61307,68717,32822,69811,30951,280.0,14.4,33.9,30.2,26.7,16.3,123169,7.1,150100
39093,"Lorain County, Ohio","301,478","148,351","153,127","17,957","33,712","38,728","45,301","22,293","19,538",41.0,"26,154","240,852","23,993",371,"2,708","127,684",49131,115670,24336,26693,38989,53386,24101,52953,60012,35483,62565,28018,639.0,7.4,20.8,27.9,23.3,16.6,150392,10.3,136500
39095,"Lucas County, Ohio","437,998","212,710","225,288","34,812","56,162","53,083","60,728","33,125","24,131",37.7,"27,918","308,460","83,234",702,"7,044","202,048",40529,176924,19945,69243,30580,46900,12965,43481,51575,32206,55384,25105,255.0,8.7,27.3,27.1,21.6,21.0,219705,13.8,101500
39113,"Montgomery County, Ohio","534,325","256,892","277,433","36,907","69,240","61,999","75,901","34,848","35,417",39.6,"13,081","386,293","109,817",372,"10,546","254,104",42524,221121,26868,58699,34363,46866,18549,45346,50517,34775,54378,26361,530.0,6.7,25.1,27.3,26.1,21.5,262363,10.7,106500
39153,"Summit County, Ohio","540,811","261,583","279,228","35,567","65,976","66,315","80,397","42,018","33,471",40.9,"9,536","427,744","75,385",783,"12,033","244,970",48798,221175,21720,56120,32961,53956,16720,54131,59387,36761,63429,29281,437.0,9.5,34.1,36.8,27.7,22.2,279528,9.7,127000
39169,"Wayne County, Ohio","114,848","57,216","57,632","7,980","12,774","13,253","15,907","7,075","8,400",39.7,"1,863","108,335","1,752",190,"1,049","45,837",47946,42246,14620,13687,81419,48974,23517,52232,60704,33161,62227,25141,119.0,4.4,26.8,31.4,21.5,20.2,57002,5.0,133200
39173,"Wood County, Ohio","128,200","62,637","65,563","15,102","14,531","14,179","16,540","8,318","7,696",34.8,"6,327","113,981","2,993",45,"2,240","53,568",49575,50219,28414,"2,500-",46075,51830,14902,61714,70953,36968,69867,29344,154.0,10.6,35.5,32.8,29.9,15.4,70320,8.4,141900
40017,"Canadian County, Oklahoma","122,560","61,051","61,509","6,858","17,570","17,037","17,073","7,372","6,569",35.8,"9,156","96,392","2,438","4,303","3,570","46,261",62357,41932,56048,53105,43086,65651,38750,69527,67984,42919,69753,34567,201.0,6.6,30.6,28.7,23.6,21.7,63099,3.8,138400
40027,"Cleveland County, Oklahoma","265,638","132,393","133,245","28,658","39,888","34,740","32,704","15,932","13,178",33.2,"19,951","197,958","11,803","10,455","10,697","106,795",53754,97706,55376,66528,42551,55467,28172,56080,67109,44850,67027,32138,680.0,10.4,37.0,33.9,30.3,22.9,139604,5.0,141700
40031,"Comanche County, Oklahoma","126,390","65,304","61,086","12,983","19,954","15,208","16,537","6,749","5,989",32.0,"15,117","73,186","20,743","6,720","2,521","51,295",44874,43470,43376,34176,43513,46589,31169,44892,57261,37882,53520,33582,261.0,6.2,15.2,25.9,19.5,15.3,63143,10.1,111900
40101,"Muskogee County, Oklahoma","70,596","34,516","36,080","4,574","9,050","8,530","9,353","4,551","4,442",37.7,"3,880","40,732","7,775","11,440",261,"30,898",37233,26128,26198,89583,22203,39402,25509,38795,46098,30010,48160,20341,30.0,2.1,13.9,14.3,24.8,19.5,30219,9.3,86400
40109,"Oklahoma County, Oklahoma","741,781","363,306","378,475","55,587","116,272","91,391","95,501","45,999","39,536",34.2,"116,932","433,200","108,712","20,288","23,502","322,542",43460,284720,27277,50210,31977,52570,23111,44929,51682,36776,56988,30138,4258.0,9.5,31.7,29.3,30.2,28.1,374131,6.2,126900
40131,"Rogers County, Oklahoma","88,367","43,872","44,495","5,482","10,361","11,145","13,347","6,023","4,890",39.2,"3,554","64,727",770,"11,439",944,"35,690",56041,33022,52375,64313,56625,56611,36765,61063,65939,37386,65566,26509,316.0,3.9,19.4,37.2,25.0,20.6,44005,5.8,145700
40143,"Tulsa County, Oklahoma","613,816","299,146","314,670","43,328","89,289","79,242","80,864","39,791","32,819",35.3,"70,124","395,618","60,176","27,815","15,505","272,506",47315,242564,25984,52208,35650,53089,25419,49069,58629,36930,58463,29992,1965.0,9.3,29.7,30.7,32.1,25.7,316545,7.8,135400
40145,"Wagoner County, Oklahoma","75,030","37,248","37,782","3,993","9,253","10,535","10,459","4,820","4,743",39.0,"3,861","54,739","2,815","6,402","1,205","30,208",54507,27041,51824,66213,40320,56085,29286,60438,58356,40211,61360,31094,234.0,6.9,29.1,22.9,16.4,16.4,36289,5.9,136400
