GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,median housing price,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate
36101,"Steuben County, New York","97,631","48,634","48,997","5,712","11,462","11,103","13,879","7,527","7,105",42.2,"1,578","91,411","1,720",54,"1,659","48,774",47146,39517,62257,133091,21069,46726,27631,52278,52505,37887,58591,29287,65.0,92400,4.1,29.4,32.3,22.4,19.5,44999,8.0
36103,"Suffolk County, New York","1,501,587","739,595","761,992","100,945","171,545","183,875","239,866","106,968","95,529",41.2,"279,863","1,025,387","108,544","1,774","62,669","570,701",88340,481796,70992,95590,77384,92105,46447,95591,105875,54590,104428,44771,1128.0,381700,16.3,38.9,39.3,34.7,27.1,784418,5.0
36105,"Sullivan County, New York","74,877","38,626","36,251","4,519","8,255","8,948","11,033","6,892","4,335",42.7,"11,426","54,434","6,268",25,"1,460","49,753",51761,28394,34421,58097,29785,59600,37949,54973,65531,39677,67658,29154,208.0,168500,2.4,20.8,22.3,23.1,24.2,34732,8.7
36111,"Ulster County, New York","180,143","89,423","90,720","12,344","20,318","21,435","27,685","14,312","13,097",43.6,"18,142","143,288","10,448",37,"3,760","83,808",59758,69594,32771,48853,45687,61662,14306,64105,67416,43541,75160,36421,145.0,216900,10.0,28.7,30.5,33.5,29.8,91370,5.6
36119,"Westchester County, New York","976,396","472,340","504,056","60,928","111,007","126,460","147,545","71,402","57,025",40.5,"236,042","526,578","130,735","1,449","58,390","369,678",86108,338319,59169,114637,54181,108828,30152,85232,106987,58922,111084,45780,315.0,514700,20.6,45.5,51.7,50.0,38.4,508877,6.0
37021,"Buncombe County, North Carolina","253,178","120,975","132,203","15,349","35,563","32,516","33,000","18,010","18,522",41.3,"16,644","211,418","15,916","1,302","2,663","116,643",44619,102887,28672,46233,21572,48122,19252,45657,48056,43643,55748,31561,1042.0,204000,6.9,37.4,41.1,36.0,34.0,125937,6.3
37025,"Cabarrus County, North Carolina","196,762","96,331","100,431","12,225","22,448","30,903","28,495","10,784","11,064",38.1,"19,837","133,958","33,558",552,"6,041","76,895",56853,70623,41883,100879,37899,60905,30857,62251,68359,35632,67091,28644,1411.0,170600,8.6,31.0,37.6,28.3,21.7,100835,5.4
37035,"Catawba County, North Carolina","155,056","77,163","77,893","10,762","16,772","20,211","22,586","9,968","10,953",41.4,"14,260","118,083","13,188",245,"6,600","67,866",40450,60498,24099,46561,27633,46321,26324,42225,45849,35041,53711,23765,238.0,128400,11.6,23.8,19.9,26.6,20.7,71889,6.4
37049,"Craven County, North Carolina","103,451","52,350","51,101","9,831","15,041","10,184","11,353","6,525","6,395",36.1,"7,467","68,399","22,498",415,"2,943","46,043",48145,41721,24632,42121,27005,59796,35789,50334,57354,43171,59878,27496,234.0,156900,3.1,22.0,30.9,24.9,22.8,50686,7.0
37051,"Cumberland County, North Carolina","323,838","159,180","164,658","31,754","53,801","38,139","37,980","17,842","16,098",31.9,"36,449","144,089","114,247","4,457","7,660","144,428",42107,120188,33448,49438,30174,50479,26635,41905,50957,40623,50720,28714,664.0,128600,5.3,25.9,32.7,25.1,20.3,159830,10.6
37057,"Davidson County, North Carolina","164,622","80,440","84,182","8,886","18,363","22,874","24,033","13,058","10,305",42.1,"11,335","132,937","15,858","1,171","2,609","73,139",46150,65359,31464,101232,39609,50151,33837,48110,51915,38225,57447,23942,381.0,134400,4.3,20.8,22.8,21.9,15.5,79937,8.0
37063,"Durham County, North Carolina","300,952","143,923","157,029","22,190","54,379","45,132","35,547","18,152","17,102",34.9,"40,315","126,874","110,217",834,"14,971","130,225",53495,120004,40815,50994,37958,70524,21079,60923,61806,44469,71237,38685,1593.0,195200,22.4,51.6,46.2,43.7,39.1,166919,5.1
37067,"Forsyth County, North Carolina","369,019","175,153","193,866","25,236","47,188","45,636","50,267","26,693","19,826",37.9,"46,748","210,673","94,509","1,014","7,926","161,923",46477,144165,31378,71509,32532,56766,20932,47147,61006,36365,63140,30057,1029.0,151600,9.6,37.4,37.2,34.8,28.9,182879,7.4
37071,"Gaston County, North Carolina","213,442","103,356","110,086","13,471","26,693","28,436","30,383","15,102","13,101",40.2,"14,077","157,436","33,406",888,"2,866","90,388",44293,79021,32265,88191,30459,49010,21779,49119,52963,33847,52731,25879,850.0,128000,4.4,24.6,21.5,17.7,15.5,99755,7.9
37081,"Guilford County, North Carolina","517,600","245,578","272,022","37,475","72,001","66,628","70,277","33,249","29,869",37.0,"40,436","266,631","171,697","1,151","23,812","225,137",47786,198833,34004,52122,40286,60328,25413,46612,60368,40331,59730,31053,1320.0,160700,10.4,32.4,37.2,36.0,30.5,260858,5.7
37085,"Harnett County, North Carolina","128,140","63,217","64,923","8,649","18,774","17,705","16,229","7,519","6,120",34.0,"15,781","78,661","26,023","1,378","1,350","49,753",48960,43725,35295,115135,39332,55532,25831,51281,58218,33294,59266,30000,708.0,143900,7.6,19.6,25.4,20.0,13.5,57852,7.6
37119,"Mecklenburg County, North Carolina","1,034,070","496,838","537,232","70,736","171,029","155,918","141,336","59,242","51,496",34.9,"132,320","498,670","316,773","3,049","56,868","427,873",56883,397157,37025,77748,38747,79153,28970,60251,66654,44554,73344,41100,3972.0,203700,15.7,48.6,47.5,40.9,34.3,574643,6.9
37125,"Moore County, North Carolina","94,352","45,561","48,791","4,381","10,219","10,193","12,109","6,809","5,507",44.8,"6,049","72,690","12,689",890,"1,416","45,719",51547,38639,25724,74957,47910,57474,32860,57489,56116,42849,62933,36712,560.0,204900,9.8,27.9,48.1,31.5,33.1,43378,7.3
37129,"New Hanover County, North Carolina","220,358","105,118","115,240","22,030","29,869","28,866","27,519","14,027","14,136",38.3,"12,028","169,382","32,080",234,"3,465","107,077",52685,91513,25981,62107,30388,59111,25401,55196,62266,46727,68481,31748,1100.0,230000,16.3,37.9,36.0,40.2,31.9,113764,6.7
37133,"Onslow County, North Carolina","186,311","101,153","85,158","30,660","35,385","19,854","15,209","7,474","6,645",26.5,"22,967","123,135","25,013",647,"4,093","76,912",45832,64771,34215,34383,39787,49882,34047,50807,52071,43465,50251,31624,856.0,147400,5.4,21.3,25.6,19.4,16.4,99852,9.7
37135,"Orange County, North Carolina","141,354","68,285","73,069","18,209","17,875","17,106","17,513","7,506","9,728",33.4,"12,053","97,519","16,895",885,"10,809","56,697",61164,52588,41469,60640,39807,68691,18742,58448,92500,55227,94073,32166,369.0,278200,16.6,63.7,55.2,56.2,50.7,78737,3.9
37155,"Robeson County, North Carolina","134,197","64,964","69,233","10,322","16,411","16,967","16,808","9,408","7,495",35.9,"11,170","34,960","32,510","51,676",804,"52,231",31558,45373,24219,44911,35148,39663,17708,33549,38480,22527,39395,15225,97.0,78000,3.4,12.2,15.8,11.1,14.4,51803,9.1
37179,"Union County, North Carolina","222,742","109,323","113,419","13,576","21,092","32,691","35,814","15,292","9,462",37.5,"24,531","162,462","23,293",280,"5,583","77,803",71729,74363,46393,131175,51311,77778,46477,73504,88640,49167,82075,36041,1394.0,216800,11.6,27.8,43.8,37.2,23.8,115157,5.1
37183,"Wake County, North Carolina","1,024,198","498,819","525,379","67,822","150,549","157,302","148,571","64,168","48,511",35.7,"103,286","619,955","207,754","2,922","65,225","411,470",70533,382638,44477,100667,41563,82341,28038,72035,82572,53515,85729,44243,6796.0,252500,15.5,52.1,53.6,51.5,38.7,557091,5.0
37191,"Wayne County, North Carolina","124,132","59,740","64,392","7,821","17,195","14,871","15,360","8,889","7,953",37.5,"13,957","67,196","38,180",456,"2,081","53,289",40361,47490,31731,34944,21636,54880,21361,41819,49310,34143,54132,25283,244.0,119600,9.6,22.5,24.8,23.1,17.0,59090,9.1
37195,"Wilson County, North Carolina","81,714","39,980","41,734","4,704","9,719","10,086","10,948","5,237","6,423",40.8,"8,404","38,249","32,211",163,959,"35,752",41204,32324,35144,75938,35557,51824,10703,44335,51161,29316,51358,24972,114.0,116500,9.6,22.0,23.1,22.9,13.7,38148,6.6
38017,"Cass County, North Dakota","171,512","87,112","84,400","20,325","28,554","21,208","19,364","9,298","9,118",32.6,"4,467","149,908","6,727","1,754","4,751","78,234",53728,73440,30946,74895,41737,58640,31095,61031,79636,35443,77966,30586,1090.0,200500,15.4,39.0,42.6,36.0,18.5,100309,2.3
39003,"Allen County, Ohio","104,425","52,285","52,140","7,073","13,042","12,603","13,103","7,480","6,968",38.8,"2,985","84,395","13,636",291,926,"44,802",50332,40234,27561,78712,49203,51882,22670,58390,57974,35389,59517,24772,64.0,113500,8.3,28.7,17.6,18.9,14.3,52704,5.3
39017,"Butler County, Ohio","376,353","184,274","192,079","31,509","44,210","46,762","51,285","23,611","24,415",36.6,"16,857","309,440","26,288",24,"10,790","149,903",58785,135380,41088,64609,33269,61689,18861,62249,76786,42230,73807,31317,591.0,164800,10.1,28.3,34.7,30.3,22.0,187670,5.2
39035,"Cuyahoga County, Ohio","1,255,921","597,789","658,132","84,127","167,433","145,359","169,675","93,575","86,762",40.3,"69,795","750,711","369,096","1,831","36,423","618,190",45297,532752,28823,69561,35154,56420,23441,49540,54990,33914,60967,29835,702.0,124400,14.5,38.0,35.4,29.5,22.9,639797,9.3
39041,"Delaware County, Ohio","193,013","95,922","97,091","9,931","19,493","29,875","29,481","13,506","9,358",38.2,"4,683","166,903","7,468",51,"10,806","70,578",96410,65946,80240,120621,147284,95118,20742,107338,119099,55096,112100,38926,852.0,285300,9.6,63.2,60.1,54.3,38.6,102154,2.5
39049,"Franklin County, Ohio","1,251,722","610,483","641,239","89,221","224,520","167,517","157,982","75,030","68,174",34.0,"65,019","810,454","269,564","1,926","58,023","545,052",53882,495250,35044,62427,39341,61924,26460,58617,61807,41138,67131,38236,1508.0,158400,13.2,44.9,43.6,35.6,28.2,686663,5.9
39057,"Greene County, Ohio","164,427","81,432","82,995","14,658","21,149","17,407","21,604","12,820","9,208",37.8,"4,665","138,114","11,361",173,"4,588","69,325",59803,66163,37247,76719,32099,62672,25137,57970,81922,49152,77826,36755,296.0,160000,12.5,40.0,44.6,33.9,30.7,86725,7.4
39061,"Hamilton County, Ohio","807,598","388,690","418,908","53,697","119,813","94,366","105,568","54,368","52,677",37.0,"24,218","534,966","205,946",776,"19,234","377,725",50990,336807,28424,50597,41005,62086,23669,53070,61361,39836,69941,31754,634.0,144000,11.7,41.7,41.3,35.3,29.9,421183,6.8
39085,"Lake County, Ohio","229,245","112,784","116,461","12,930","25,437","27,462","33,827","19,102","15,683",43.9,"9,411","204,301","9,075",353,"2,840","102,054",60810,96655,37176,76875,52615,61550,39739,69436,71536,40002,74884,37495,326.0,150900,13.5,37.1,29.7,24.0,17.8,125097,3.6
39089,"Licking County, Ohio","170,570","83,592","86,978","10,994","19,720","20,881","24,440","13,520","9,659",39.0,"3,026","154,788","5,504",196,"1,535","70,087",59883,64861,67566,100158,23939,60482,24674,61590,77091,41468,71295,28356,269.0,157400,4.3,18.5,25.8,24.4,21.9,86544,7.5
39093,"Lorain County, Ohio","305,147","150,935","154,212","19,030","33,365","38,456","42,306","22,560","21,142",41.3,"29,011","240,363","24,438",807,"3,804","129,297",52373,118813,35726,90203,34770,56016,24923,59288,64813,42458,65699,34424,699.0,143800,5.8,23.0,27.1,24.3,18.8,149788,7.3
39095,"Lucas County, Ohio","433,689","210,378","223,311","30,352","59,274","51,420","56,277","32,157","27,472",37.8,"29,536","301,356","80,569",520,"7,562","202,503",42594,176176,23151,42190,33318,52060,17035,50169,52442,34615,60002,28064,356.0,106100,10.4,26.7,30.0,24.1,18.9,215785,8.2
39099,"Mahoning County, Ohio","231,900","112,375","119,525","15,183","26,106","26,091","30,841","18,172","17,324",43.5,"12,703","177,569","35,167",742,"1,776","111,325",41910,97544,21154,58382,30574,48973,23192,46203,53775,33355,56610,24257,127.0,99600,7.6,29.0,30.9,20.8,20.0,112881,8.4
39113,"Montgomery County, Ohio","532,258","256,718","275,540","35,633","70,675","60,403","70,367","34,383","37,007",39.3,"14,171","380,825","106,158",890,"10,416","254,340",46561,223510,29315,74673,27186,53050,27343,48511,55827,39574,58371,30584,420.0,111900,8.4,30.0,31.1,26.8,24.4,261477,7.2
39151,"Stark County, Ohio","375,165","181,594","193,571","23,463","44,283","42,146","51,461","27,873","26,118",42.1,"7,296","325,734","28,296",304,"3,469","165,747",48819,151727,27345,64567,51824,51254,30915,53805,59801,36036,61187,29255,405.0,126400,6.9,23.4,25.3,22.0,17.9,196723,6.3
39153,"Summit County, Ohio","541,968","263,107","278,861","33,933","70,586","63,273","76,364","40,568","37,083",41.0,"10,603","422,194","76,669",718,"15,795","245,306",51309,220792,26478,52484,42496,57464,24974,57422,65945,36793,70807,29587,561.0,139200,13.5,37.5,34.3,30.5,24.7,281406,6.0
39155,"Trumbull County, Ohio","203,751","99,738","104,013","12,021","21,737","23,825","27,486","16,603","14,568",43.8,"3,511","177,884","16,969",30,"1,159","95,353",42368,86763,35324,202014,37518,44978,24098,48717,49050,38238,57616,24962,77.0,99800,10.1,17.8,19.5,17.4,16.1,94739,5.4
39165,"Warren County, Ohio","224,469","112,583","111,886","12,224","24,772","31,128","35,712","15,012","13,234",39.5,"5,750","195,959","6,692",156,"10,849","84,795",81017,79915,125685,129167,44634,80481,32994,94137,93307,45465,94199,43038,898.0,206000,13.6,41.3,54.5,39.5,26.9,116122,3.8
39169,"Wayne County, Ohio","116,063","57,610","58,453","7,814","13,536","12,749","14,895","8,547","7,371",38.6,"2,142","108,973","1,480",318,845,"46,070",52760,42439,51357,35929,50191,53569,40847,55718,61882,35502,65263,30907,164.0,138700,6.4,24.6,32.3,20.0,17.9,60157,4.1
40017,"Canadian County, Oklahoma","133,378","65,899","67,479","7,028","18,167","19,463","17,999","8,762","6,425",36.2,"11,075","101,910","3,023","4,575","3,718","47,639",62045,44058,48385,70812,54846,61914,53207,63862,72027,44750,71347,32739,191.0,156000,7.1,23.3,34.2,24.2,20.9,67871,3.6
40027,"Cleveland County, Oklahoma","274,458","137,360","137,098","30,047","40,157","36,435","31,747","17,843","12,890",34.0,"22,453","199,320","11,532","8,136","12,365","112,402",59336,101424,29323,61658,50938,60917,29482,61438,71599,46534,70671,35392,756.0,155800,11.2,38.3,31.4,33.2,27.4,146062,5.3
40031,"Comanche County, Oklahoma","124,648","65,614","59,034","11,940","20,441","16,864","12,741","6,815","6,612",33.0,"16,061","70,492","20,483","5,906","3,153","51,702",47587,41560,37810,26325,50306,51462,28902,50575,58022,36777,58306,29369,96.0,121100,9.8,19.3,18.6,23.3,18.1,65986,6.5
40109,"Oklahoma County, Oklahoma","776,864","379,821","397,043","54,243","123,208","97,624","92,623","49,204","43,040",34.2,"129,193","442,475","112,719","19,493","26,038","334,360",49693,299052,33060,63133,40334,57131,26537,50813,58551,44060,62326,31875,4123.0,142200,10.9,30.4,30.8,32.0,28.9,388751,4.6
40125,"Pottawatomie County, Oklahoma","71,875","33,989","37,886","5,176","8,719","8,940","9,121","4,698","4,123",37.6,"3,551","52,360","2,466","10,898",448,"29,672",43317,26111,30397,37099,31277,44692,34491,56002,45488,36313,50543,24617,63.0,105000,1.8,23.1,15.6,15.6,17.8,31253,6.9
40143,"Tulsa County, Oklahoma","639,242","311,154","328,088","43,532","94,074","81,803","79,835","41,289","36,202",35.4,"77,296","402,910","64,033","28,048","18,573","279,855",51287,254013,29450,46661,38232,58331,29954,53576,60659,41978,64161,33103,1887.0,147900,9.2,31.5,32.4,29.6,28.6,333537,5.4
41017,"Deschutes County, Oregon","175,268","86,638","88,630","9,900","20,556","22,500","23,237","11,302","14,282",42.7,"13,832","153,674","1,128",952,"1,707","83,886",57373,69424,19492,70898,45765,58512,26063,60720,70623,46967,66076,39850,1550.0,312600,8.3,36.0,45.9,34.9,32.7,87576,6.1
41029,"Jackson County, Oregon","212,567","103,119","109,448","11,524","26,983","24,861","25,409","15,538","15,136",42.5,"26,286","173,182","1,455","1,762","2,368","92,845",43948,83876,35676,68764,41830,44720,30710,47090,49379,38881,55911,26567,604.0,243500,6.5,18.5,24.1,26.2,30.0,97918,7.3
41051,"Multnomah County, Oregon","790,294","391,208","399,086","50,208","146,554","127,573","103,767","46,381","49,543",36.8,"89,240","558,881","42,065","4,722","54,935","336,260",59231,311797,25846,50512,51302,63167,28634,66717,62915,43877,74941,41612,1082.0,321700,13.6,48.6,51.4,39.0,37.1,449436,6.6
41067,"Washington County, Oregon","574,326","283,208","291,118","33,316","89,055","85,492","78,151","33,767","33,585",36.5,"94,446","385,837","10,219","1,863","56,112","222,030",70447,211139,62139,91754,50344,71567,29944,72628,80933,50628,82366,41818,1709.0,322400,11.9,44.2,47.0,41.2,37.8,307338,6.2
42003,"Allegheny County, Pennsylvania","1,230,459","593,837","636,622","78,688","186,640","140,336","161,107","91,984","88,080",41.0,"24,617","972,262","155,427",902,"43,562","590,675",54467,530718,27174,58038,43207,60097,22055,65413,66502,35572,75053,31009,1349.0,141700,17.7,54.1,49.2,36.9,25.5,661118,5.6
42007,"Beaver County, Pennsylvania","168,871","81,836","87,035","9,138","20,341","18,381","23,533","15,172","11,847",44.9,"2,500","151,575","10,224",0,954,"78,339",50128,69521,23999,19036,90610,52217,21076,56904,63580,32726,63807,28349,102.0,131500,10.9,27.5,31.3,20.5,14.4,86710,6.2
42011,"Berks County, Pennsylvania","415,271","204,495","210,776","27,763","49,690","49,303","59,025","30,697","24,246",39.6,"80,514","304,181","18,509",360,"5,940","164,907",56122,151792,29804,70429,27963,62541,20030,64132,69662,38102,68232,31724,343.0,171100,8.4,23.7,31.6,25.2,18.1,218083,7.9
42013,"Blair County, Pennsylvania","125,593","60,907","64,686","7,022","14,872","14,618","16,766","9,185","9,295",43.3,"1,504","118,946","1,507",0,954,"56,007",45432,52830,31914,192122,11827,46418,29225,55661,60567,30449,61768,24541,108.0,114800,16.8,29.7,28.9,21.1,14.1,59395,5.4
42017,"Bucks County, Pennsylvania","627,367","307,404","319,963","35,983","67,201","74,555","98,442","52,042","43,706",43.8,"31,660","531,663","23,911",975,"29,713","247,204",80575,234178,61216,105755,49361,82418,39399,89305,98589,51736,100499,41520,905.0,318600,16.4,43.8,45.7,39.7,29.6,344987,5.3
42021,"Cambria County, Pennsylvania","136,411","66,911","69,500","7,465","13,927","15,211","18,349","10,505","11,029",45.1,"2,171","126,822","3,927",115,940,"65,142",44179,57044,16833,44459,45417,45379,9189,53453,56163,30320,60935,24519,47.0,89100,5.7,26.1,26.7,22.3,14.2,62945,7.2
42029,"Chester County, Pennsylvania","515,939","253,774","262,165","31,978","59,031","63,777","78,012","38,727","32,538",40.3,"37,438","413,244","28,705",605,"26,192","196,767",90503,188121,52357,120142,53860,93314,39247,100298,112445,54084,108886,45565,814.0,332900,18.5,56.1,59.3,51.4,39.4,281848,4.1
42041,"Cumberland County, Pennsylvania","246,338","121,459","124,879","16,752","30,869","29,112","34,858","18,274","14,165",41.0,"8,791","213,822","8,815",211,"9,157","103,566",63890,97200,32661,78772,35097,65074,35564,68135,78960,48248,78742,38416,689.0,192700,8.6,36.7,39.8,33.7,28.1,131533,4.1
42043,"Dauphin County, Pennsylvania","272,983","132,348","140,635","18,144","34,668","33,003","37,757","20,177","18,200",40.1,"23,502","184,151","47,503",93,"9,186","122,188",54232,110722,37823,56976,33947,61515,25463,60189,63373,40613,65837,35840,437.0,158500,9.2,35.9,31.4,27.5,21.8,141874,6.0
42045,"Delaware County, Pennsylvania","563,894","271,169","292,725","40,248","71,065","67,305","78,008","38,717","38,926",39.4,"20,798","383,269","115,991",229,"28,665","221,868",67584,203203,41218,73085,48341,81466,17203,75182,83006,48836,85909,39651,341.0,235500,12.3,42.9,44.1,34.6,29.0,297328,5.8
42049,"Erie County, Pennsylvania","278,045","136,995","141,050","19,944","35,752","31,186","36,471","21,510","17,825",39.4,"11,117","236,067","18,506",329,"3,712","120,096",47386,110138,24304,36505,18324,51075,18476,51489,60419,37250,60487,29905,192.0,121800,14.0,30.0,34.2,24.0,22.1,136168,6.5
42055,"Franklin County, Pennsylvania","153,638","75,525","78,113","8,077","18,111","18,263","21,256","10,608","9,666",41.3,"7,951","135,931","5,723",57,"1,970","64,316",57960,59486,33470,"250,000+",54193,58756,42105,67320,69532,38849,67634,31642,231.0,175200,7.9,22.7,28.4,19.5,14.4,77872,6.4
42069,"Lackawanna County, Pennsylvania","211,917","102,725","109,192","13,303","25,407","23,579","29,727","15,335","15,147",43.1,"14,020","184,290","5,635",14,"4,835","98,383",48518,83054,29448,49009,21625,50593,15874,57170,58477,32610,64494,26669,573.0,145600,11.0,34.3,37.2,26.0,15.0,106074,5.7
42071,"Lancaster County, Pennsylvania","536,624","261,787","274,837","35,266","67,670","61,801","69,505","34,644","33,658",38.8,"54,176","442,948","19,473",595,"11,311","207,135",59262,197706,32445,76308,38125,61300,37109,64423,73155,41368,70024,32632,968.0,197400,8.2,27.7,27.9,25.4,23.5,279758,4.7
42075,"Lebanon County, Pennsylvania","137,067","67,147","69,920","8,681","14,587","15,937","18,470","8,974","9,793",41.5,"16,449","114,496","2,148",0,"2,004","56,479",52571,53200,34662,47656,25422,57017,46117,59753,60578,36161,66524,31457,347.0,162700,12.0,21.7,21.3,18.9,14.8,70437,3.9
42077,"Lehigh County, Pennsylvania","360,685","176,048","184,637","23,450","46,314","43,065","50,755","25,335","21,998",39.6,"80,927","240,857","19,564",98,"12,001","143,859",56452,135059,33973,77698,34026,67026,41304,60715,69521,41049,68554,39037,449.0,196800,9.8,31.4,33.8,31.0,23.2,186759,5.9
42079,"Luzerne County, Pennsylvania","318,449","157,078","161,371","20,459","38,498","37,389","45,350","22,883","22,412",42.8,"31,142","267,743","9,901",486,"3,782","148,206",50301,127408,22357,57738,31530,51340,21121,55773,61322,34318,62562,27664,193.0,123100,10.0,28.2,22.9,22.4,17.4,160079,7.2
42089,"Monroe County, Pennsylvania","166,397","81,302","85,095","12,686","16,942","19,120","26,167","14,460","10,833",41.9,"24,849","111,527","22,231",0,"4,008","80,718",57318,55681,50114,78935,58051,56963,19821,62461,64909,39139,70283,34479,152.0,166700,6.0,35.8,28.6,21.9,21.1,85296,8.0
42091,"Montgomery County, Pennsylvania","819,264","398,211","421,053","46,890","101,976","101,618","119,907","59,390","54,436",41.2,"39,792","625,712","71,932",636,"62,502","328,621",83254,310347,53730,85795,57932,86590,27147,92589,100819,52493,101232,47130,1006.0,299700,18.4,54.0,55.9,47.4,36.7,446782,5.2
42095,"Northampton County, Pennsylvania","300,813","147,161","153,652","20,417","34,115","35,525","43,113","23,166","19,681",42.2,"37,309","233,324","12,637",491,"8,840","121,578",62436,112619,45023,67417,46156,64688,40457,70393,78615,42046,73813,33514,298.0,210600,8.9,35.0,35.2,27.2,18.6,156919,5.5
42101,"Philadelphia County, Pennsylvania","1,567,442","741,270","826,172","124,050","290,196","192,825","188,698","99,706","80,151",34.1,"219,038","551,713","642,257","2,636","112,224","672,657",41233,581604,31387,41604,30059,60361,21499,49692,44830,29596,49309,30649,822.0,150700,13.0,41.3,29.9,19.8,18.7,759505,10.9
42125,"Washington County, Pennsylvania","208,261","101,208","107,053","12,582","23,017","23,761","29,625","17,208","14,715",44.2,"3,287","192,648","5,153",214,"2,134","94,141",58085,83949,21800,103818,46189,59610,34858,74816,70644,38727,75309,31840,537.0,165200,10.1,35.4,42.6,29.6,17.0,105582,6.3
42129,"Westmoreland County, Pennsylvania","357,956","174,839","183,117","20,827","36,683","38,979","52,319","29,597","28,883",46.8,"3,978","336,558","7,412",131,"2,093","168,235",53540,149360,20848,132745,30911,54749,36554,61073,69411,37397,67368,30159,356.0,142100,16.0,35.3,36.9,26.0,18.4,180357,4.6
42133,"York County, Pennsylvania","442,867","218,564","224,303","26,531","53,752","54,571","64,968","32,845","27,791",40.9,"31,112","372,525","23,639",620,"6,098","181,066",58409,165672,44525,39297,33182,61843,36795,63792,72004,40757,70532,38187,707.0,168800,9.3,27.7,26.4,23.0,15.7,234654,5.1
44003,"Kent County, Rhode Island","164,801","79,315","85,486","8,696","21,606","19,180","25,590","13,554","11,297",44.0,"7,271","147,216","2,397",101,"4,281","73,590",65931,68452,48056,54154,66225,66823,42336,74464,82646,42353,86926,38441,126.0,218800,10.1,36.8,36.7,31.7,23.0,94773,6.4
44007,"Providence County, Rhode Island","633,473","306,859","326,614","49,998","94,532","77,632","86,132","45,278","34,994",37.4,"134,895","396,334","49,780","2,223","26,050","263,217",50565,235033,35890,67569,33365,57280,23605,55711,63403,32843,66164,31067,337.0,212000,12.9,34.9,30.0,27.0,19.7,325026,6.6
45003,"Aiken County, South Carolina","165,829","80,596","85,233","11,098","20,268","19,461","21,215","12,349","11,250",41.2,"9,068","110,507","40,900",248,"1,698","74,508",47219,64654,38226,40434,22040,55902,37544,41282,62071,39620,57390,28489,683.0,141400,5.6,25.1,20.1,26.6,25.0,78853,10.5
45013,"Beaufort County, South Carolina","179,589","87,776","91,813","12,031","21,271","17,537","19,334","11,961","11,728",43.7,"20,151","120,984","32,979",169,"2,294","95,274",60257,69002,27207,74772,39219,67919,46627,55530,65597,59221,68491,32455,1441.0,277800,9.8,37.1,33.4,38.5,48.8,83867,8.3
45015,"Berkeley County, South Carolina","202,786","100,834","101,952","14,729","31,277","26,608","25,886","13,467","10,750",35.4,"12,525","129,011","49,637","1,084","4,242","79,168",56548,71908,45766,61339,43550,63963,37330,62103,59303,44481,64465,35587,1377.0,164700,7.9,24.3,30.6,24.7,17.8,102726,6.6
45019,"Charleston County, South Carolina","389,262","188,127","201,135","27,288","67,969","48,036","49,457","27,706","22,544",37.1,"19,614","248,599","107,791",641,"4,779","180,697",57079,150073,32652,50581,47066,73583,27396,66239,64599,46891,76099,40299,2537.0,278600,14.7,50.2,48.3,40.2,32.4,207736,4.5
45035,"Dorchester County, South Carolina","152,478","74,677","77,801","8,863","21,244","21,867","21,110","9,676","8,662",35.8,"7,672","98,582","39,853",407,"3,539","58,628",54521,51741,41186,103337,36419,60952,36398,51951,66250,47445,70061,33766,694.0,176200,5.7,25.1,27.9,29.2,24.7,75374,4.1
