"GEO_ID","NAME","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_001E","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003M","S1903_C01_003E","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005M","S1903_C02_005E","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C01_007M","S1903_C01_007E","S1903_C01_008M","S1903_C01_008E","S1903_C02_008E","S1903_C02_008M","S1903_C01_009M","S1903_C01_009E","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012M","S1903_C02_012E","S1903_C01_013M","S1903_C01_013E","S1903_C02_013E","S1903_C02_013M","S1903_C01_014M","S1903_C01_014E","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015M","S1903_C02_015E","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017M","S1903_C01_017E","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018M","S1903_C02_018E","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020M","S1903_C01_020E","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022M","S1903_C02_022E","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024M","S1903_C02_024E","S1903_C01_025M","S1903_C01_025E","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026M","S1903_C02_026E","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028M","S1903_C01_028E","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030M","S1903_C02_030E","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"0500000US18035","Delaware County, Indiana","1580","35902","1877","46933","91.9","1.5","35882","2280","N","N","36144","17232","N","N","N","N","N","N","27663","65285","N","N","-","**","N","N","N","N","N","N","N","N","N","N","51545","20544","91.3","1.6","35748","2347","11.2","2.1","2867","19296","1.6","30.4","43416","5028","2.0","35.0","47745","5750","23.5","1.4","2730","31512","28360","1646","50636","3405","3.5","37.5","44924","11071","62.5","3.5","5215","52550","72.3","3.5","62010","3555","3.2","19.4","27051","6760","8.3","2.3","28724","8937","18573","1572","1852","21362","56.8","4.2","21302","3252","43.0","5.0","3813","19845","3.3","13.8","25090","3978","43.2","4.2","2493","21415","29.5","4.5","21195","3412","3.5","13.6","21764","8350","29.7","(X)","(X)","(X)","27.9","(X)","(X)","(X)","31.2","(X)","(X)","(X)",
"0500000US18039","Elkhart County, Indiana","2217","41748","1678","67959","89.6","1.8","42360","2327","N","N","30429","6998","N","N","32793","8589","N","N","3370","55970","N","N","-","**","31884","14079","N","N","N","N","62927","30110","1.3","9.5","32221","4566","82.7","1.7","44045","3276","3.7","1.4","11582","35075","2.0","35.8","42159","5295","2.0","39.4","49634","5388","21.1","1.2","3864","35055","48442","2198","48811","3655","3.2","45.5","41586","4637","54.5","3.2","5302","55167","78.9","3.4","56031","2772","2.9","15.7","21304","6282","5.4","1.9","42897","10536","19517","2145","1949","26455","58.2","5.5","23798","3115","52.0","5.7","4730","21323","2.6","6.1","44761","15184","41.8","5.5","4489","32742","32.7","5.8","26231","5015","3.3","9.2","60500","18861","30.9","(X)","(X)","(X)","30.8","(X)","(X)","(X)","29.1","(X)","(X)","(X)",
"0500000US18043","Floyd County, Indiana","1809","47804","4651","28793","91.2","1.7","49586","4923","N","N","39328","25785","N","N","-","**","N","N","***","250,000+","N","N","-","**","45907","19622","N","N","N","N","N","N","N","N","45735","45773","90.4","1.8","49548","4860","4.9","2.5","13966","19526","5.0","36.6","47019","5946","3.4","40.8","59512","10119","17.7","8.2","11874","35020","20737","1562","56242","5763","N","N","43958","9158","N","N","7886","62888","N","N","72419","4810","N","N","24140","4430","N","N","31786","13723","8056","1431","4686","29312","48.6","11.0","25182","8198","44.6","11.8","8214","22114","3.0","3.9","58750","55206","51.4","11.0","9436","35488","41.5","9.8","31404","7053","5.3","9.9","45596","6472","23.6","(X)","(X)","(X)","22.9","(X)","(X)","(X)","19.3","(X)","(X)","(X)",
"0500000US18053","Grant County, Indiana","1231","34716","2454","26767","91.5","1.3","35480","3452","N","N","17289","6074","N","N","N","N","N","N","**","-","N","N","-","**","50775","22135","N","N","N","N","49485","5840","N","N","35943","31288","89.6","1.6","35611","3536","5.0","2.0","10965","18627","2.5","26.4","44250","10112","2.9","41.4","39400","4524","27.2","2.3","4888","26939","17336","1151","45542","3865","N","N","40382","9220","N","N","3994","47705","N","N","51092","6093","N","N","29028","4540","N","N","29097","12874","9431","1079","2203","19681","52.3","6.6","18359","2104","49.8","6.4","1989","18068","2.1","2.6","44487","21570","47.7","6.6","4071","22745","42.9","6.2","21709","4361","2.9","4.8","52529","30408","31.5","(X)","(X)","(X)","32.4","(X)","(X)","(X)","28.8","(X)","(X)","(X)",
"0500000US18057","Hamilton County, Indiana","1518","80808","3423","100316","91.9","0.9","80469","3482","N","N","67266","8486","N","N","76506","41937","N","N","19063","112500","N","N","-","**","N","N","N","N","N","N","72936","72368","N","N","120076","113465","90.3","1.1","80272","3600","2.6","0.7","10903","29288","1.3","43.1","81684","7149","1.3","40.3","96282","6332","14.0","1.0","3880","45634","74896","2432","93694","3634","2.2","56.3","96896","5175","43.7","2.2","5906","88502","83.4","2.3","102452","4142","1.9","11.6","47815","8072","4.9","1.3","56468","7075","25420","2264","5344","39170","59.3","4.2","34513","4317","53.5","4.7","3950","32639","2.7","5.8","56808","14832","40.7","4.2","9298","45748","34.4","4.6","41507","6226","2.6","6.3","87540","43819","27.4","(X)","(X)","(X)","29.0","(X)","(X)","(X)","22.0","(X)","(X)","(X)",
"0500000US18059","Hancock County, Indiana","728","58587","7084","26272","97.1","1.8","57451","8026","N","N","70540","34078","N","N","-","**","N","N","10799","57404","N","N","-","**","-","**","N","N","N","N","-","**","N","N","61547","4138","95.8","2.0","56421","8398","2.6","1.3","6716","25664","2.5","31.6","70545","8065","2.4","45.4","66056","9026","20.3","1.5","5885","34415","19483","1233","62398","5549","N","N","65254","11265","N","N","7067","61127","N","N","71814","7392","N","N","32700","19042","N","N","50492","31964","6789","1138","4081","28589","56.0","9.2","26332","8316","48.5","8.7","10492","25313","4.5","7.5","42061","66139","44.0","9.2","41437","43222","32.4","7.6","32194","35316","7.8","11.6","88005","106106","18.0","(X)","(X)","(X)","18.1","(X)","(X)","(X)","16.7","(X)","(X)","(X)",
"0500000US18063","Hendricks County, Indiana","1199","65218","3919","52406","93.3","1.1","65049","4094","N","N","N","N","N","N","-","**","N","N","30333","86091","N","N","-","**","40905","13308","N","N","N","N","66111","25922","N","N","90952","68606","91.9","1.3","64784","4088","2.6","1.1","12519","35744","1.9","38.8","71685","5217","2.0","40.8","78595","6286","17.8","1.2","4776","39077","39449","1848","76115","5581","N","N","78363","7612","N","N","5745","74724","N","N","85747","5063","N","N","35246","6155","N","N","54362","12690","12957","1488","4494","39222","43.9","5.9","34956","7208","38.6","6.1","6994","33262","2.9","5.3","47813","16876","56.1","5.9","4084","40982","43.5","6.4","36388","7870","4.6","12.6","80770","9652","28.2","(X)","(X)","(X)","27.0","(X)","(X)","(X)","29.9","(X)","(X)","(X)",
"0500000US18067","Howard County, Indiana","1186","36733","4557","34381","92.7","2.7","37216","5024","N","N","37083","20975","N","N","N","N","N","N","**","-","N","N","-","**","N","N","N","N","N","N","N","N","N","N","31496","17366","92.1","2.7","36957","5019","5.3","1.7","2278","20422","2.2","27.5","35868","6965","2.8","40.3","52778","6773","26.9","2.4","1508","29205","20684","1283","52749","6283","N","N","39301","16289","N","N","5137","57864","N","N","60883","4595","N","N","23625","4521","N","N","44826","27002","13697","1427","4045","24382","56.8","4.9","20245","2166","50.3","4.8","2580","20467","3.8","6.5","19502","5094","43.2","4.9","5752","29464","37.8","5.7","29575","6696","3.1","5.4","27952","20803","26.1","(X)","(X)","(X)","26.1","(X)","(X)","(X)","23.4","(X)","(X)","(X)",
"0500000US18081","Johnson County, Indiana","1524","58318","4034","52728","97.6","1.0","58747","4089","N","N","39277","31540","N","N","2,500-","***","N","N","23611","84306","N","N","-","**","-","**","N","N","N","N","N","N","N","N","N","N","96.5","1.3","58340","4023","3.1","1.2","11721","27001","2.0","36.4","65894","4260","2.1","39.4","74239","6027","21.2","1.3","6141","37448","37886","1970","68314","5053","N","N","70873","8285","N","N","4993","66546","N","N","78626","4567","N","N","28285","6837","N","N","57289","19365","14842","1638","3659","30428","57.2","6.6","24819","4316","51.2","6.3","3814","23052","3.2","6.0","63526","29980","42.8","6.6","9181","45365","35.2","6.4","41564","8969","3.2","7.6","75561","29129","22.3","(X)","(X)","(X)","22.0","(X)","(X)","(X)","21.9","(X)","(X)","(X)",
"0500000US18085","Kosciusko County, Indiana","1485","47308","3442","29560","94.5","1.6","49203","4159","N","N","N","N","N","N","-","**","N","N","38042","73125","N","N","-","**","29917","23061","N","N","N","N","N","N","N","N","29847","21055","92.9","1.5","49139","4165","5.2","1.9","16396","20906","2.5","32.9","48091","5572","2.1","38.5","60668","7226","23.4","1.8","8415","42654","20443","1383","56600","5756","N","N","50105","7154","N","N","7658","59576","N","N","63396","7373","N","N","29712","10189","N","N","33352","19781","9117","1033","4107","27862","54.3","7.4","22510","3257","43.2","6.6","2531","21406","4.3","11.1","43565","17913","45.7","7.4","10543","36092","38.4","7.2","31144","7702","3.8","7.4","71308","16119","21.7","(X)","(X)","(X)","21.9","(X)","(X)","(X)","20.3","(X)","(X)","(X)",
"0500000US18089","Lake County, Indiana","3352","45153","1862","183558","65.0","1.0","53962","2515","0.8","26.3","29491","3424","N","N","65759","55847","N","N","23706","75363","N","N","-","**","39434","3512","0.8","6.5","0.3","0.9","32820","13609","0.7","12.2","40795","3321","59.7","1.0","55249","2405","3.2","0.6","8135","18983","1.0","32.3","48475","3512","1.2","41.8","53246","2598","22.7","0.7","1261","31589","122396","3631","55696","2268","1.7","43.1","54503","4684","56.9","1.7","2527","56398","66.4","2.0","69335","2894","1.7","25.8","29005","3146","7.8","1.5","48876","9967","61162","3446","2507","25143","54.7","3.3","21915","1927","48.7","3.5","1831","20659","1.7","6.0","48964","28200","45.3","3.3","5595","32884","38.1","3.3","31537","4119","1.8","7.3","46013","16452","29.7","(X)","(X)","(X)","30.6","(X)","(X)","(X)","27.2","(X)","(X)","(X)",
"0500000US18091","LaPorte County, Indiana","1943","43765","3410","42552","91.7","1.9","46840","4325","N","N","19207","6844","N","N","N","N","N","N","**","-","N","N","-","**","20172","16680","N","N","N","N","N","N","N","N","N","N","88.5","2.1","46681","4267","3.4","1.0","12193","33297","2.8","29.8","51591","7947","2.0","43.1","53698","5754","23.8","2.1","4085","28923","28342","1747","55977","4209","N","N","48889","13642","N","N","3377","57430","N","N","65469","3171","N","N","19123","2560","N","N","22419","16852","14210","1426","3468","25032","49.6","5.5","20893","2632","44.6","5.8","2876","19280","2.6","5.0","46444","27429","50.4","5.5","5804","35440","41.1","5.6","34037","5770","3.7","9.3","41476","19822","21.9","(X)","(X)","(X)","22.3","(X)","(X)","(X)","20.8","(X)","(X)","(X)",
"0500000US18095","Madison County, Indiana","1551","38772","2106","50641","91.2","1.5","39449","2467","0.9","5.2","26537","11870","N","N","-","**","N","N","**","-","N","N","-","**","90961","5092","N","N","N","N","36016","13342","N","N","64395","47628","89.9","1.4","39542","2517","4.1","1.3","18074","17487","2.1","31.1","39384","4625","2.2","37.1","50040","5692","27.7","1.7","4012","34256","32684","1667","52319","2513","3.3","40.2","44150","10843","59.8","3.3","4367","54150","71.1","3.4","62110","6101","3.1","20.9","26118","5040","8.1","2.4","44493","23562","17957","1819","3787","24509","54.6","5.2","21693","2879","48.6","4.9","2871","20416","2.5","6.0","70319","61749","45.4","5.2","3083","29523","31.9","5.8","25667","10335","4.8","13.5","30646","4779","29.3","(X)","(X)","(X)","27.3","(X)","(X)","(X)","32.6","(X)","(X)","(X)",
"0500000US18097","Marion County, Indiana","5063","38959","1174","355438","68.6","0.8","45036","1524","0.6","25.6","29605","1475","N","N","43882","20055","1.7","0.2","10195","50191","N","N","-","**","22806","3493","0.4","2.5","0.3","1.2","31900","10466","0.4","6.3","24031","3516","65.0","0.8","46359","1387","6.0","0.5","2375","17722","0.7","38.8","39524","1884","0.7","37.3","49225","2539","17.9","0.5","1433","31606","211448","5417","48327","2037","1.4","47.7","38016","2435","52.3","1.4","2011","57691","62.9","1.7","65539","2537","1.5","29.8","27136","1736","7.3","0.9","32867","7210","143990","4982","1549","27735","54.3","1.7","25823","1622","45.1","2.0","1953","24338","1.3","9.2","38402","8151","45.7","1.7","1692","30604","36.4","1.6","27678","2084","1.2","9.3","42913","12720","21.9","(X)","(X)","(X)","23.3","(X)","(X)","(X)","19.0","(X)","(X)","(X)",
"0500000US18105","Monroe County, Indiana","1949","36392","2684","53294","91.4","1.5","37277","3374","N","N","N","N","N","N","N","N","N","N","12546","15221","N","N","-","**","12873","10411","N","N","N","N","28563","26665","N","N","18120","16160","89.8","1.5","37635","3565","15.6","2.3","3334","7085","1.7","34.0","40373","7844","2.2","32.3","54214","10313","18.1","1.5","4986","39423","26660","1992","57492","4013","4.0","39.2","54130","11126","60.8","4.0","5488","58804","75.9","4.1","69413","8479","3.7","16.5","26277","2350","7.6","2.4","32041","16192","26634","2117","2347","20529","50.0","4.1","21954","2434","40.1","4.2","2537","22047","2.7","9.9","21439","17982","50.0","4.1","3561","16854","33.7","4.3","15202","3750","3.3","16.3","26187","8389","23.1","(X)","(X)","(X)","19.0","(X)","(X)","(X)","26.5","(X)","(X)","(X)",
"0500000US18109","Morgan County, Indiana","1044","52965","6119","24862","99.2","0.6","53161","6032","N","N","-","**","N","N","-","**","N","N","**","-","N","N","-","**","-","**","N","N","N","N","N","N","N","N","39801","27848","98.9","0.7","53228","6112","1.8","1.3","11101","35386","2.3","30.6","55932","5962","2.7","46.3","61460","6739","21.2","2.2","4350","31539","18807","1212","56645","3073","N","N","56039","2345","N","N","8978","59099","N","N","64747","8898","N","N","30467","8230","N","N","36162","5339","6055","1240","8884","30121","59.1","9.0","19046","5131","52.9","8.3","3387","17810","4.1","6.2","61567","2806","40.9","9.0","8026","45869","26.0","7.8","38657","16180","7.7","14.9","87409","53655","29.8","(X)","(X)","(X)","28.7","(X)","(X)","(X)","31.0","(X)","(X)","(X)",
"0500000US18127","Porter County, Indiana","1415","55186","2768","60859","93.8","1.1","55896","2576","N","N","N","N","N","N","56600","30994","N","N","14789","45114","N","N","-","**","N","N","N","N","N","N","51053","24037","1.0","6.4","36753","14901","88.5","1.4","56822","2484","2.7","1.0","6477","31480","1.9","36.5","56609","4194","1.9","42.0","70049","7729","18.8","1.5","3816","32872","42898","1886","66700","4527","3.1","44.3","62326","13985","55.7","3.1","4786","67468","76.9","3.8","79873","3687","3.2","16.1","29965","6167","7.0","2.1","45475","21828","17961","1718","4351","30313","48.3","6.2","21790","4098","40.8","5.4","2678","19691","3.0","7.4","36133","19241","51.7","6.2","5988","40420","43.8","6.6","35788","9793","3.7","8.0","58250","9751","20.6","(X)","(X)","(X)","21.6","(X)","(X)","(X)","17.5","(X)","(X)","(X)",
"0500000US18141","St. Joseph County, Indiana","2263","42089","1435","99983","83.8","1.0","44926","2025","0.8","12.5","28095","4736","N","N","41288","19635","N","N","19567","24830","N","N","-","**","50486","20633","N","N","N","N","N","N","0.6","4.5","35291","8946","80.4","1.1","45537","2163","4.1","0.9","9912","12479","1.3","32.7","46527","4101","1.1","40.1","52346","4384","23.1","1.1","1919","30571","65587","2590","54587","3289","2.5","46.5","51648","4991","53.5","2.5","3388","56579","72.9","2.7","67137","3328","2.4","21.6","22527","3008","5.5","1.3","36212","16836","34396","2020","2571","24840","55.7","3.4","22635","1948","49.0","3.8","1335","21850","1.7","6.7","42676","15633","44.3","3.4","3555","28261","34.7","3.4","23260","4662","2.5","9.6","50925","13600","25.8","(X)","(X)","(X)","26.3","(X)","(X)","(X)","23.3","(X)","(X)","(X)",
"0500000US18157","Tippecanoe County, Indiana","2061","37983","4071","65226","87.8","1.5","42273","3877","N","N","23358","3873","N","N","N","N","6.9","1.0","9728","24835","N","N","-","**","32192","2003","N","N","N","N","33265","11646","0.7","5.1","27219","7693","84.1","1.3","43634","3963","17.6","2.3","2115","17462","2.0","35.8","47650","4800","1.8","30.2","60886","6162","16.5","1.1","6532","34395","37912","2020","56740","6042","N","N","53714","8126","N","N","6445","58644","N","N","67699","6629","N","N","24676","4620","N","N","24207","6030","27314","2238","1363","21814","50.6","3.8","20716","2425","39.0","3.9","2585","20978","3.3","11.7","19121","8922","49.4","3.8","2583","22512","32.8","4.5","22712","3339","3.4","16.6","22310","4026","29.2","(X)","(X)","(X)","27.3","(X)","(X)","(X)","30.2","(X)","(X)","(X)",
"0500000US18163","Vanderburgh County, Indiana","1788","40290","2541","75052","89.5","1.0","41901","3108","1.0","8.1","24269","4651","N","N","N","N","N","N","N","N","N","N","-","**","N","N","N","N","N","N","90617","43673","N","N","30474","15645","88.6","1.0","41840","3022","6.6","1.1","4944","13333","1.6","33.9","47959","5453","1.4","37.9","51536","4722","21.6","1.3","2600","29011","47348","2076","52564","2514","2.8","45.1","47559","6517","54.9","2.8","2458","54000","66.3","3.0","67618","4956","2.9","24.6","27481","4143","9.1","2.2","40381","10618","27704","2011","2675","25479","52.7","3.7","19518","2646","44.1","3.9","2308","18568","3.1","8.5","27961","3412","47.3","3.7","4691","31104","37.6","4.1","27277","3688","2.8","9.7","51401","12591","29.2","(X)","(X)","(X)","31.3","(X)","(X)","(X)","24.6","(X)","(X)","(X)",
"0500000US18167","Vigo County, Indiana","1620","39429","4058","39649","91.3","1.7","39993","3678","N","N","38750","36587","N","N","6384","725","N","N","N","N","N","N","-","**","-","**","N","N","N","N","35151","11274","N","N","55652","45921","90.6","1.7","39976","3827","8.0","2.0","2679","25492","2.2","32.6","45553","10400","2.6","38.3","48483","6752","21.1","1.9","7057","32983","24307","1650","49093","4287","N","N","45973","10572","N","N","4533","50617","N","N","60072","7228","N","N","26343","6065","N","N","40638","12175","15342","1465","4335","24227","47.2","6.2","16836","3154","38.5","6.4","2440","15567","3.9","8.7","21590","9972","52.8","6.2","8917","32066","43.7","6.4","27793","6363","3.8","9.1","51742","8566","27.6","(X)","(X)","(X)","27.3","(X)","(X)","(X)","28.2","(X)","(X)","(X)",
"0500000US18177","Wayne County, Indiana","1297","36079","2668","28374","93.2","1.6","36658","2770","N","N","23021","8916","N","N","N","N","N","N","N","N","N","N","-","**","55470","36991","N","N","N","N","29383","15413","N","N","N","N","92.1","1.8","36997","2890","6.2","2.1","4459","15257","3.1","30.8","36861","6257","2.7","38.2","52794","9794","24.8","4.2","2654","26786","19148","1378","46523","2322","N","N","36187","7651","N","N","6563","55647","N","N","57965","6960","N","N","20157","5899","N","N","41641","13762","9226","1241","2382","21133","55.7","7.2","19635","2534","51.5","7.8","2794","19970","2.8","4.2","18788","4401","44.3","7.2","4314","23165","36.1","7.2","20935","5623","4.3","8.2","43324","13287","30.9","(X)","(X)","(X)","32.5","(X)","(X)","(X)","22.3","(X)","(X)","(X)",
"0500000US19013","Black Hawk County, Iowa","1700","43341","2782","51322","88.5","1.4","46203","2016","1.4","8.7","21681","6674","N","N","82879","47689","N","N","6739","57090","N","N","-","**","43266","43283","N","N","N","N","19806","2598","N","N","55184","27097","87.4","1.4","46118","2044","9.3","1.7","6463","25027","1.6","31.8","48668","5123","1.6","36.3","58018","4616","22.6","1.6","2889","31937","31050","1569","57465","3285","N","N","45433","4801","N","N","4641","67347","N","N","67817","3649","N","N","18651","6405","N","N","39784","13336","20272","1754","3271","26874","54.2","4.1","23836","1992","41.3","4.5","2649","22777","3.1","12.8","32759","11163","45.8","4.1","4763","30432","33.7","4.4","26333","5076","3.4","12.2","56214","18320","25.2","(X)","(X)","(X)","22.8","(X)","(X)","(X)","27.8","(X)","(X)","(X)",
"0500000US19049","Dallas County, Iowa","898","63915","6605","25366","94.6","1.8","63974","6684","N","N","-","**","N","N","-","**","N","N","25226","123623","N","N","-","**","42800","34208","N","N","N","N","51437","657","N","N","44632","41788","93.6","1.7","63655","6709","4.9","1.6","16610","28000","2.5","42.7","72399","14880","2.9","36.3","81101","16876","16.1","1.9","5196","28645","16864","1103","81308","5499","N","N","86283","11683","N","N","11396","76188","N","N","88523","7896","N","N","32971","21143","N","N","67583","35278","8502","1002","5488","35174","59.2","7.4","33346","9519","47.4","7.6","5387","28097","5.4","11.8","60670","30366","40.8","7.4","3937","35625","31.3","7.9","29789","6387","4.4","9.5","82381","27488","17.6","(X)","(X)","(X)","18.5","(X)","(X)","(X)","15.0","(X)","(X)","(X)",
