"GEO_ID","NAME","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_001E","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003M","S1903_C01_003E","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005M","S1903_C02_005E","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C01_007M","S1903_C01_007E","S1903_C01_008M","S1903_C01_008E","S1903_C02_008E","S1903_C02_008M","S1903_C01_009M","S1903_C01_009E","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012M","S1903_C02_012E","S1903_C01_013M","S1903_C01_013E","S1903_C02_013E","S1903_C02_013M","S1903_C01_014M","S1903_C01_014E","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015M","S1903_C02_015E","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017M","S1903_C01_017E","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018M","S1903_C02_018E","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020M","S1903_C01_020E","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022M","S1903_C02_022E","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024M","S1903_C02_024E","S1903_C01_025M","S1903_C01_025E","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026M","S1903_C02_026E","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028M","S1903_C01_028E","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030M","S1903_C02_030E","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"0500000US29047","Clay County, Missouri","1895","54884","2957","87497","91.0","0.8","57473","3287","0.6","5.4","38851","9693","N","N","43438","25005","N","N","28063","48568","N","N","-","**","N","N","N","N","N","N","36878","8145","0.7","3.9","44929","18500","87.8","1.0","58238","3663","4.2","1.1","5584","25633","1.6","39.5","60844","5232","1.7","39.1","63031","3605","17.2","1.0","2389","35822","59547","2664","65849","3903","2.5","46.6","67831","8090","53.4","2.5","4189","65079","78.6","2.4","76677","2878","2.2","16.3","32115","7869","5.1","1.3","50667","17736","27950","2374","4260","36443","55.1","5.0","28455","4058","45.6","4.4","3464","27264","2.7","9.5","43690","18494","44.9","5.0","6351","47505","37.6","4.3","44894","8546","2.8","7.2","49668","29834","21.0","(X)","(X)","(X)","23.1","(X)","(X)","(X)","15.4","(X)","(X)","(X)",
"0500000US29051","Cole County, Missouri","3676","53080","6041","28847","92.8","10.5","54229","6522","N","N","N","N","N","N","35429","31482","N","N","N","N","N","N","-","**","63373","29193","N","N","N","N","69682","48619","N","N","N","N","91.6","10.6","54505","6706","4.3","2.7","15053","31011","3.3","35.9","49819","9791","3.4","41.1","68056","6139","18.7","6.1","8069","42300","19065","3170","65216","5268","N","N","56089","12411","N","N","6937","72031","N","N","81072","7901","N","N","32539","13936","N","N","35063","20728","9782","1509","3343","29432","53.5","7.5","32000","7200","44.9","6.5","5656","29464","3.6","8.5","57235","17490","46.5","7.5","6026","27317","39.2","7.4","24587","5435","6.0","7.3","35043","3676","33.6","(X)","(X)","(X)","30.5","(X)","(X)","(X)","34.7","(X)","(X)","(X)",
"0500000US29071","Franklin County, Missouri","1149","42905","6194","40171","97.8","0.6","42567","6115","N","N","62049","50798","N","N","-","**","N","N","N","N","N","N","-","**","-","**","N","N","N","N","N","N","N","N","85081","62524","97.1","0.7","42225","6067","4.3","1.4","11145","30387","2.3","30.5","39748","7357","2.1","43.6","59940","7033","21.6","1.9","2308","29425","29649","1601","52900","3613","N","N","41735","7950","N","N","5078","56702","N","N","60713","4029","N","N","24452","4172","N","N","36458","8418","10522","1428","4939","20104","50.6","6.1","19013","2086","46.7","6.5","2808","18558","4.1","4.0","30784","48249","49.4","6.1","11754","27781","37.8","6.4","18498","4194","5.5","11.6","63816","14002","35.2","(X)","(X)","(X)","38.4","(X)","(X)","(X)","24.7","(X)","(X)","(X)",
"0500000US29077","Greene County, Missouri","2277","37203","2025","113285","93.8","1.0","38097","2590","N","N","28871","23461","N","N","18224","15682","N","N","N","N","N","N","-","**","30175","10847","N","N","N","N","27091","12286","0.4","2.6","34000","11714","92.0","1.0","37980","2542","9.2","1.1","3506","19454","1.4","32.9","43240","5195","1.2","36.2","49187","3657","21.8","0.9","2649","29014","66474","2812","49755","3132","2.3","44.8","45122","6255","55.2","2.3","2727","51665","74.4","2.7","58047","3399","2.4","16.9","22218","4540","8.6","2.0","33873","7113","46811","2727","2040","23928","55.9","2.6","22076","1848","46.5","2.9","1670","21307","2.3","9.4","24982","3897","44.1","2.6","3246","28291","33.2","2.8","25270","6029","2.2","10.9","42956","10556","28.1","(X)","(X)","(X)","26.6","(X)","(X)","(X)","28.1","(X)","(X)","(X)",
"0500000US29095","Jackson County, Missouri","3661","44502","1341","268583","70.8","0.9","51188","1666","0.8","22.9","29685","1790","N","N","49597","27219","1.4","0.3","3996","40315","N","N","N","N","26886","5251","0.4","2.5","0.4","1.9","40900","22338","0.5","5.6","31128","4999","68.1","0.8","52020","1790","5.0","0.7","2301","21765","0.9","36.1","48226","3444","0.9","38.2","54788","2856","20.7","0.5","1815","31923","160847","4538","58349","2114","1.7","46.3","49809","3947","53.7","1.7","2272","63419","68.5","1.6","73324","3187","1.6","24.0","27149","1867","7.5","1.2","30833","9311","107736","4316","2098","29366","54.1","1.9","26157","1564","47.0","1.9","3082","23147","1.1","7.1","49709","9192","45.9","1.9","2503","32980","36.7","2.2","28615","4097","1.5","9.3","53457","6296","25.9","(X)","(X)","(X)","27.0","(X)","(X)","(X)","23.0","(X)","(X)","(X)",
"0500000US29097","Jasper County, Missouri","1548","37560","2008","44394","90.9","1.5","38039","2247","N","N","38899","33402","N","N","18155","4651","N","N","N","N","N","N","-","**","31137","14044","N","N","N","N","37412","29704","N","N","29313","19582","87.6","1.7","38838","2554","6.2","1.5","9355","27655","2.1","35.0","42740","3204","2.2","37.7","40891","4923","21.1","1.7","3276","24501","28814","1603","48036","4016","3.5","44.9","44107","7403","55.1","3.5","3854","50140","73.9","3.9","54527","3754","3.5","19.1","23290","3712","7.0","2.1","40938","6704","15580","1792","2089","21422","53.8","5.1","22307","4578","41.9","5.1","2030","18088","3.7","11.9","42527","7745","46.2","5.1","2186","21114","31.7","5.9","19167","5872","5.0","14.4","24130","19286","29.5","(X)","(X)","(X)","25.3","(X)","(X)","(X)","33.5","(X)","(X)","(X)",
"0500000US29099","Jefferson County, Missouri","1888","52627","1907","79171","98.0","0.7","52841","2012","N","N","N","N","N","N","N","N","N","N","16804","51702","N","N","-","**","-","**","N","N","N","N","N","N","N","N","41056","21820","97.1","0.7","53001","2043","2.3","0.8","6704","28338","1.6","34.9","55626","7815","1.7","44.0","59065","6373","18.8","1.4","6150","36741","57455","2496","61526","3471","2.6","42.2","59530","7935","57.8","2.6","4789","62245","74.3","3.5","71567","1978","2.6","17.7","30846","6844","8.0","2.3","41232","9842","21716","1987","4373","28994","46.8","4.8","23575","4855","39.6","5.0","3517","20653","2.6","7.2","45665","15973","53.2","4.8","6623","32017","40.4","5.4","28763","4863","3.7","12.8","57240","15868","24.3","(X)","(X)","(X)","25.0","(X)","(X)","(X)","20.8","(X)","(X)","(X)",
"0500000US29165","Platte County, Missouri","1399","67221","4247","35402","88.6","1.9","69468","3772","N","N","38429","18791","N","N","11361","10685","N","N","15662","54255","N","N","-","**","45702","43634","N","N","N","N","91464","53937","N","N","51976","24125","87.3","1.9","69459","3851","3.9","1.7","13270","38527","2.6","38.3","64253","11549","2.5","40.8","76646","6955","17.0","1.6","8537","40358","24136","1412","76992","7814","N","N","77449","13750","N","N","8389","76556","N","N","87377","10376","N","N","35920","11644","N","N","55974","13586","11266","1244","6197","41561","56.3","5.5","34427","4543","44.4","5.7","6382","30324","4.3","11.9","69938","46748","43.7","5.5","14532","60044","35.1","5.4","49777","15577","3.6","8.6","76998","14113","20.0","(X)","(X)","(X)","19.6","(X)","(X)","(X)","19.8","(X)","(X)","(X)",
"0500000US29183","St. Charles County, Missouri","1855","64608","2355","133715","92.9","0.8","64392","2639","0.6","4.0","64127","19682","N","N","N","N","N","N","16108","81620","N","N","-","**","52475","33455","N","N","N","N","N","N","N","N","52476","26082","91.5","0.8","64437","2597","2.8","0.8","18849","37868","1.1","37.9","71376","4104","1.2","39.9","80197","5398","19.4","0.8","2368","40601","96218","2877","78696","3357","2.0","47.2","80442","3965","52.8","2.0","4856","76902","81.8","2.0","88197","3162","1.8","13.9","40968","5730","4.4","1.1","55462","2365","37497","2694","3237","36176","54.1","3.4","31973","3445","46.8","3.3","3122","29688","2.1","7.4","52443","16319","45.9","3.4","5780","39446","34.3","3.1","35688","4645","3.1","11.5","46676","2503","24.3","(X)","(X)","(X)","24.4","(X)","(X)","(X)","22.1","(X)","(X)","(X)",
"0500000US29187","St. Francois County, Missouri","1277","33428","3675","24466","98.6","1.7","33910","3734","N","N","-","**","N","N","9002","2275","N","N","**","-","N","N","-","**","-","**","N","N","N","N","N","N","N","N","48792","46684","97.3","1.8","33639","3761","5.2","2.5","9858","22623","3.1","29.1","37009","8115","3.5","40.2","46497","13982","25.4","2.7","2949","26173","16087","1624","47647","8602","N","N","47720","11964","N","N","12525","47485","N","N","54227","5625","N","N","26649","5399","N","N","26663","19841","8379","1466","6669","17683","62.2","8.3","15933","3130","54.4","8.7","3809","14129","5.1","7.8","51236","31206","37.8","8.3","6518","23261","27.8","10.0","22657","6479","8.2","10.0","30577","28841","24.3","(X)","(X)","(X)","27.0","(X)","(X)","(X)","18.5","(X)","(X)","(X)",
"0500000US29189","St. Louis County, Missouri","4223","55110","1569","402451","73.9","0.6","64221","1774","0.7","21.6","34960","2214","N","N","40263","7894","2.5","0.3","5534","72993","N","N","-","**","28519","8827","N","N","0.3","1.5","46886","11303","0.2","2.2","46614","17049","72.3","0.6","64425","1728","3.3","0.4","2461","23594","0.7","32.1","57108","3003","0.6","41.3","71969","2305","23.3","0.6","2256","39184","256877","5740","72967","2110","1.4","43.0","71948","3287","57.0","1.4","2587","73730","73.0","1.3","87402","2798","1.2","20.5","36248","1806","6.6","0.8","46981","5158","145574","4963","1031","32401","59.7","2.0","29616","1540","54.2","1.9","1545","28082","1.1","5.5","45694","6398","40.3","2.0","3120","38616","33.0","1.9","34599","1849","1.4","7.2","58738","15791","26.6","(X)","(X)","(X)","26.7","(X)","(X)","(X)","25.7","(X)","(X)","(X)",
"0500000US29510","St. Louis city, Missouri","3236","32688","1366","142152","50.3","1.0","45658","2854","1.1","45.5","22799","2191","N","N","40292","15140","2.6","0.5","11458","41644","N","N","-","**","26706","19979","N","N","N","N","22436","7982","0.4","2.2","35018","8773","48.4","1.0","46834","2628","7.5","1.2","7700","19696","1.2","39.5","36711","1977","1.1","35.5","37266","2658","17.5","0.8","3049","22318","65090","3417","40683","2093","2.6","43.5","30315","1669","56.5","2.6","4273","50060","51.6","2.6","62405","4761","2.5","40.0","26199","1604","8.4","1.7","31428","3231","77062","3426","2048","25309","51.5","2.4","23367","2747","43.7","2.5","1503","21281","1.4","7.7","52063","15477","48.5","2.4","2993","26871","38.8","2.4","23268","3569","1.9","9.7","42569","12555","30.6","(X)","(X)","(X)","35.4","(X)","(X)","(X)","25.6","(X)","(X)","(X)",
"0500000US30013","Cascade County, Montana","1162","41871","1857","33053","93.4","1.7","42368","3318","N","N","N","N","N","N","29745","13283","N","N","N","N","N","N","-","**","-","**","N","N","N","N","27124","7777","N","N","30779","12586","91.4","1.6","42599","3845","5.6","1.9","13215","27204","2.1","30.4","43281","10909","2.3","39.7","51779","6432","24.3","1.5","3488","35315","21949","1392","55856","7413","N","N","62192","12704","N","N","8151","52160","N","N","65674","6605","N","N","22438","8208","N","N","35208","9422","11104","1385","5064","27211","49.1","7.2","21300","4746","45.5","7.2","4394","19519","2.2","3.6","43701","12025","50.9","7.2","6269","39200","41.8","6.7","32091","12316","5.0","9.1","65266","22382","30.9","(X)","(X)","(X)","31.2","(X)","(X)","(X)","30.4","(X)","(X)","(X)",
"0500000US30029","Flathead County, Montana","1693","41854","3142","36709","96.9","1.3","41637","3235","N","N","-","**","N","N","42909","39063","N","N","N","N","N","N","-","**","-","**","N","N","N","N","N","N","N","N","33941","29713","95.7","1.6","41807","3373","4.6","1.8","18912","32643","2.5","28.1","42734","4977","2.8","44.5","46543","6998","22.8","1.8","7424","36370","25108","1951","47851","4903","N","N","41951","4083","N","N","2713","51764","N","N","53722","5314","N","N","27397","9611","N","N","24476","19808","11601","1781","3417","24628","51.0","5.7","21438","3290","44.2","6.3","3433","20476","4.0","6.8","43472","9953","49.0","5.7","9363","31973","37.1","7.4","28339","7094","4.8","11.9","48552","13835","28.2","(X)","(X)","(X)","27.4","(X)","(X)","(X)","28.2","(X)","(X)","(X)",
"0500000US30031","Gallatin County, Montana","1695","49506","2850","35344","96.2","1.5","49521","2851","N","N","-","**","N","N","83371","1496","N","N","39122","86292","N","N","18884","700","N","N","N","N","N","N","N","N","N","N","58071","20069","94.3","1.9","49233","2822","8.8","2.3","10997","20139","2.7","41.5","55988","8022","2.8","34.8","55567","9073","14.9","1.9","6554","41168","21916","1441","64204","4009","N","N","68452","9260","N","N","3425","62958","N","N","72730","5474","N","N","21674","4439","N","N","41111","33517","13428","1431","2814","28086","53.7","5.9","28249","2045","41.3","6.3","5989","27163","3.5","12.4","50660","29741","46.3","5.9","12382","27178","31.3","5.8","21937","7075","4.1","15.1","47966","9430","27.8","(X)","(X)","(X)","26.0","(X)","(X)","(X)","29.9","(X)","(X)","(X)",
"0500000US30063","Missoula County, Montana","1445","45596","4035","44572","94.3","1.1","46983","4614","N","N","2,500-","***","N","N","31575","8051","N","N","***","2,500-","N","N","-","**","-","**","N","N","N","N","35351","29659","N","N","50061","30181","92.9","1.2","46687","4433","9.7","1.9","7734","25095","2.1","33.3","52530","4123","2.1","38.7","56225","7245","18.3","1.5","7126","34570","27292","2119","60232","3624","N","N","62097","7861","N","N","5206","58725","N","N","70380","9939","N","N","24915","10244","N","N","40092","8984","17280","1872","2871","26254","58.6","5.0","25587","4927","42.2","5.3","4372","19268","4.8","16.3","40721","10038","41.4","5.0","7504","27821","26.3","3.9","27535","8650","4.6","15.1","28585","16024","26.6","(X)","(X)","(X)","24.8","(X)","(X)","(X)","24.2","(X)","(X)","(X)",
"0500000US30111","Yellowstone County, Montana","1613","48153","3582","62275","94.0","1.5","49486","2903","N","N","55714","23061","N","N","36041","8781","N","N","N","N","N","N","-","**","25653","19843","N","N","N","N","40298","36840","N","N","43516","10492","92.4","1.7","49648","3064","5.7","1.2","9936","38977","1.8","34.4","50096","7634","1.6","36.4","58268","7002","23.6","1.3","2883","36591","37953","2320","60337","5594","N","N","57944","8872","N","N","7592","61920","N","N","71743","5380","N","N","29052","4440","N","N","50643","9467","24322","2095","3497","32916","46.8","4.5","27878","4341","39.8","4.2","2255","24122","2.5","7.0","55039","9329","53.2","4.5","6484","38607","38.2","4.7","31403","3096","4.6","15.0","54479","12215","22.8","(X)","(X)","(X)","25.6","(X)","(X)","(X)","18.5","(X)","(X)","(X)",
"0500000US31055","Douglas County, Nebraska","2892","50038","1626","202701","83.1","0.9","55459","2203","0.7","10.8","24304","1772","N","N","31576","28163","1.7","0.4","12316","53137","N","N","22222","21466","34001","5699","N","N","0.6","2.2","31797","7452","0.6","7.0","34674","4045","78.1","0.9","57517","2232","6.5","0.8","4850","24388","1.0","38.5","53340","3454","0.9","37.2","61320","2000","17.8","1.1","2010","34621","125195","2841","64729","2026","1.8","48.7","60626","5875","51.3","1.8","3574","67938","72.5","1.8","80492","2647","1.5","19.6","31934","2804","7.8","1.4","36027","5847","77506","2536","1296","30594","53.7","2.1","27700","3004","43.1","2.3","2151","24981","2.0","10.6","45963","11124","46.3","2.1","2978","32596","35.9","2.6","29903","2524","2.0","10.4","53065","12453","22.9","(X)","(X)","(X)","23.3","(X)","(X)","(X)","21.5","(X)","(X)","(X)",
"0500000US31109","Lancaster County, Nebraska","1751","50031","1899","114649","93.1","0.7","50755","1366","0.6","2.3","27983","3258","N","N","41024","17510","2.4","0.3","26070","57254","N","N","26458","862","40326","35269","N","N","N","N","24885","24533","0.6","4.2","30281","9108","89.7","0.9","51571","1372","10.9","1.5","4381","22358","1.4","37.0","51926","2548","1.1","34.3","62695","5463","17.8","0.9","4463","40798","70744","2664","63901","4536","2.8","45.8","60837","6901","54.2","2.8","4964","65750","79.0","2.4","74830","3995","2.1","15.4","25848","4087","5.6","1.1","38734","5018","43905","2792","2033","28139","49.5","2.9","25634","3294","37.2","3.3","2095","23460","2.4","12.3","29848","2270","50.5","2.9","2649","30143","36.3","3.8","27151","3752","3.4","14.2","40161","11164","20.1","(X)","(X)","(X)","19.5","(X)","(X)","(X)","20.7","(X)","(X)","(X)",
"0500000US31153","Sarpy County, Nebraska","1047","69538","2965","58479","90.9","1.2","70286","2625","N","N","66439","19846","N","N","N","N","N","N","N","N","N","N","43250","1870","78327","49457","N","N","N","N","81282","18083","N","N","69423","10671","86.9","1.3","70599","2439","5.1","1.1","9933","32008","1.7","40.7","78025","4112","1.5","39.1","78574","4662","15.0","1.0","4780","39434","43783","1749","78987","2683","N","N","84890","5149","N","N","4764","73075","N","N","86940","2991","N","N","36434","6179","N","N","50149","27988","14696","1523","6692","40984","50.2","5.0","30910","4657","43.4","5.8","3234","27903","2.9","6.8","68286","25432","49.8","5.0","7337","50301","39.9","6.2","46093","6475","3.9","9.9","62473","7945","17.8","(X)","(X)","(X)","16.8","(X)","(X)","(X)","17.8","(X)","(X)","(X)",
"0500000US32003","Clark County, Nevada","6226","51437","840","698955","72.1","0.7","54556","1659","0.4","10.7","35241","2807","0.5","0.1","55608","9809","8.1","0.4","3496","54664","N","N","57860","14772","42346","3288","0.5","5.4","0.3","2.6","49448","7676","0.5","20.9","43601","1827","57.5","0.6","58212","1857","4.3","0.4","2863","29598","0.7","39.5","54310","2296","0.7","37.6","58480","2254","18.6","0.5","2172","39172","454511","8212","59358","1718","1.1","47.9","53186","2405","52.1","1.1","1696","63295","69.0","1.1","69423","1770","0.9","20.7","33911","1995","10.4","0.8","43695","5787","244444","7485","1190","36129","45.1","1.5","31460","1203","35.7","1.5","1493","27391","1.0","9.4","56639","6598","54.9","1.5","1485","40913","39.5","1.5","32422","2457","1.2","15.4","61700","4413","33.1","(X)","(X)","(X)","33.4","(X)","(X)","(X)","29.9","(X)","(X)","(X)",
"0500000US32031","Washoe County, Nevada","3189","50556","2111","163220","87.2","0.9","52423","2682","0.5","2.5","26948","8050","1.1","0.3","32295","17582","4.6","0.6","18515","50414","N","N","43427","38924","31293","5600","0.7","2.4","0.6","2.0","50759","21232","1.0","14.8","33772","4532","76.1","1.0","55835","2089","5.8","0.7","5806","29408","1.2","35.3","46969","4693","1.2","39.8","61563","3446","19.1","0.9","3128","38992","101224","3167","61119","1672","2.0","45.3","51944","4576","54.7","2.0","4731","67648","73.1","2.5","73986","3008","2.1","18.4","31747","3288","8.4","1.6","36178","7944","61996","3211","3117","33642","45.8","2.9","31382","3336","37.1","3.0","3934","26074","2.0","8.8","42297","13906","54.2","2.9","4598","35974","38.7","3.3","31227","4672","2.7","15.5","55392","8328","26.6","(X)","(X)","(X)","28.2","(X)","(X)","(X)","22.8","(X)","(X)","(X)",
"0500000US33005","Cheshire County, New Hampshire","1095","48030","3847","29931","96.6","1.3","48319","3786","N","N","-","**","N","N","19942","12582","N","N","39313","43731","N","N","-","**","-","**","N","N","N","N","N","N","N","N","103821","359","96.6","1.3","48296","3789","3.4","1.4","16559","17589","2.5","26.6","65772","7733","2.7","45.3","53472","8280","24.7","1.5","3867","31165","18552","1314","64749","6695","N","N","63872","11008","N","N","10577","67396","N","N","72104","5944","N","N","32014","14036","N","N","64205","27971","11379","1358","4473","27430","46.1","5.6","24724","5920","39.9","5.5","2116","23869","3.4","6.2","37211","22664","53.9","5.6","8038","28395","34.9","6.5","25238","4791","6.6","19.0","41746","9350","33.6","(X)","(X)","(X)","34.1","(X)","(X)","(X)","29.1","(X)","(X)","(X)",
"0500000US33009","Grafton County, New Hampshire","1503","50738","2743","34169","95.7","1.4","50949","2540","N","N","2,500-","***","N","N","65658","34895","N","N","N","N","N","N","-","**","N","N","N","N","N","N","39794","11333","N","N","41327","6208","95.4","1.4","51064","2490","4.5","1.6","12039","22228","2.2","25.3","52620","5585","2.2","45.2","61689","5346","25.0","1.7","6335","34327","20361","1607","65303","6677","N","N","52852","8077","N","N","5775","68568","N","N","73256","5990","N","N","29489","12007","N","N","44477","37625","13808","1504","4311","30872","53.3","5.8","25852","4429","40.4","5.7","2829","21250","4.8","12.9","45479","15374","46.7","5.8","10794","38218","29.4","5.7","29911","5591","5.5","17.3","57941","16429","22.6","(X)","(X)","(X)","23.8","(X)","(X)","(X)","20.8","(X)","(X)","(X)",
"0500000US33011","Hillsborough County, New Hampshire","3403","68312","2342","152652","93.5","0.6","67889","2542","0.3","1.6","47946","40957","N","N","86791","74994","2.5","0.3","6516","80611","N","N","-","**","76744","36227","N","N","N","N","47370","22244","0.6","3.8","43402","13694","90.9","0.7","68859","2117","2.4","0.7","7686","43411","1.1","35.0","72332","4310","1.1","44.0","85396","5150","18.6","0.8","2802","36439","106948","3500","79728","3297","1.8","46.1","79676","4300","53.9","1.8","5065","79823","78.6","1.8","92976","2372","1.5","14.7","40395","3993","6.6","1.2","48850","5618","45704","2888","4698","45183","51.9","3.0","38480","4188","39.0","3.3","2598","28253","2.4","12.9","65224","9328","48.1","3.0","5309","51620","38.0","3.3","43043","7842","2.1","10.1","81445","10973","24.9","(X)","(X)","(X)","24.7","(X)","(X)","(X)","23.7","(X)","(X)","(X)",
"0500000US33013","Merrimack County, New Hampshire","1392","61310","2229","57224","97.4","0.8","61675","2345","N","N","N","N","N","N","54089","1692","N","N","N","N","N","N","-","**","32955","25914","N","N","N","N","N","N","N","N","73516","2022","96.4","1.0","61482","2289","2.3","0.9","7348","20148","1.7","29.8","71011","3764","1.6","46.8","68103","4335","21.2","1.7","3171","35908","36522","1822","74985","3138","3.6","39.6","73555","3634","60.4","3.6","5950","76709","79.8","3.1","83372","4644","2.5","13.9","41095","6019","6.3","2.0","51847","15549","20702","1654","4742","34062","56.1","4.8","31191","5904","46.2","4.9","2845","28196","3.0","9.9","70245","5731","43.9","4.8","7116","36784","31.8","4.8","30349","5196","4.0","12.1","51120","13472","29.2","(X)","(X)","(X)","30.1","(X)","(X)","(X)","25.2","(X)","(X)","(X)",
"0500000US33015","Rockingham County, New Hampshire","2017","73925","2807","115179","97.0","0.6","73744","3030","N","N","90995","10479","N","N","98120","73853","N","N","N","N","N","N","-","**","-","**","N","N","N","N","74041","62302","N","N","70590","25264","96.1","0.7","73935","3012","1.4","0.5","13866","44329","1.1","32.2","79392","4907","1.1","45.8","86416","6610","20.6","0.8","4521","42521","80605","2615","87895","3411","2.2","40.5","94327","6565","59.5","2.2","4173","82865","84.2","2.1","94268","3438","1.7","10.5","46980","7637","5.3","1.5","76198","26630","34574","2828","4036","39548","55.5","4.0","32666","4700","43.9","4.1","3518","26118","2.8","11.5","68911","14079","44.5","4.0","6963","45827","33.2","4.0","37187","5982","3.0","11.4","77474","39742","29.1","(X)","(X)","(X)","29.0","(X)","(X)","(X)","28.2","(X)","(X)","(X)",
"0500000US33017","Strafford County, New Hampshire","1883","52212","3039","46410","96.5","1.1","52217","3143","N","N","-","**","N","N","-","**","N","N","N","N","N","N","-","**","-","**","N","N","N","N","45525","27131","N","N","N","N","95.8","1.2","52358","3250","7.3","1.7","8739","33653","1.6","30.7","66621","7376","2.1","42.2","58056","4397","19.7","1.7","2885","39131","28363","1815","68282","6878","N","N","77722","6573","N","N","6197","63489","N","N","78715","2915","N","N","29969","7458","N","N","53588","27728","18047","1756","5774","39072","60.0","6.1","30821","5190","42.7","5.3","3731","22727","4.9","17.3","45811","6091","40.0","6.1","4593","46839","25.6","5.2","46438","10252","4.9","14.3","47090","4185","34.1","(X)","(X)","(X)","31.7","(X)","(X)","(X)","34.2","(X)","(X)","(X)",
"0500000US34001","Atlantic County, New Jersey","2650","52571","2906","100096","72.3","1.6","56656","3106","1.2","15.4","32884","3821","N","N","43669","41926","5.7","0.7","11429","60864","N","N","76064","7010","33998","7915","1.2","4.2","N","N","72826","30426","1.3","12.2","36827","4795","66.3","1.6","59565","2822","2.6","1.0","11395","22593","1.8","29.4","49904","6869","1.8","44.4","62825","3664","23.6","1.2","3687","36336","66517","2732","61541","2439","2.5","45.2","55913","5932","54.8","2.5","5817","66754","70.5","3.2","75561","4492","2.9","21.0","35115","5032","8.5","1.9","36378","9109","33579","2570","3903","30551","54.7","3.7","24914","5018","46.1","3.6","2044","22043","2.5","8.6","74419","11992","45.3","3.7","7078","36932","37.0","3.8","31950","7366","2.7","8.3","61082","15184","27.2","(X)","(X)","(X)","28.3","(X)","(X)","(X)","24.0","(X)","(X)","(X)",
"0500000US34003","Bergen County, New Jersey","2606","77389","2822","333002","77.3","0.8","79315","2814","0.4","5.3","58201","6514","N","N","62926","44062","12.4","0.5","5399","84095","N","N","-","**","47881","15655","0.5","3.6","0.3","1.3","64565","35366","0.7","13.3","60289","5554","68.2","0.7","81329","2346","1.8","0.4","9318","39489","0.8","31.1","82334","5052","0.7","42.6","96775","5574","24.5","0.6","3235","44815","236574","4657","97394","4313","1.3","44.9","108133","6057","55.1","1.3","4405","88418","79.1","1.6","112017","3333","1.3","15.1","50600","3641","5.8","0.8","60754","7346","96428","4490","1863","40471","59.8","2.3","35065","3675","54.2","2.5","2164","31330","1.2","5.5","70997","14087","40.2","2.3","6506","50189","34.0","2.2","45233","5767","1.3","6.2","85261","21146","29.3","(X)","(X)","(X)","30.0","(X)","(X)","(X)","26.4","(X)","(X)","(X)",
"0500000US34005","Burlington County, New Jersey","2192","74329","2322","163961","77.7","0.9","76196","1983","0.8","16.0","64350","3712","N","N","-","**","3.3","0.4","9371","101289","N","N","-","**","58905","34272","N","N","0.6","1.9","64762","32493","0.4","4.3","70536","17683","75.2","0.9","76320","1950","1.4","0.4","5705","33173","0.9","30.7","81854","4757","0.9","45.0","89741","4274","22.9","0.9","2654","47398","114809","3296","91897","2996","1.7","44.7","96368","6281","55.3","1.7","4380","86934","76.9","2.1","105855","2948","1.6","16.8","50773","3958","6.2","1.3","65616","13822","49152","2837","2379","45028","55.9","2.8","41581","2516","49.1","2.7","3373","39016","1.5","6.9","67451","15671","44.1","2.8","3735","50181","35.5","3.1","44684","4290","1.9","8.6","73956","13618","25.0","(X)","(X)","(X)","27.1","(X)","(X)","(X)","19.1","(X)","(X)","(X)",
